Results Table 1,,,,,,,,,,,,,
,Specimen label,Thickness,Width,Length,Rate 1,,,,,,,,
,,(mm),(mm),(mm),(mm/min),,,,,,,,
1,pc-1,3.1,12.75,93.95,25.4,,,,,,,,
2,pc-5,3.07,12.75,91.95,127,,,,,,,,
3,pc-20,3.07,12.7,89.1,508,,,,,,,,
,,,,,,,,,,,,,
Results Table 2,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
1,Time,Displacement,Force,,2,Time,Displacement,Force,,3,Time,Displacement,Force
,(s),(mm),(kN),,,(s),(mm),(kN),,,(s),(mm),(kN)
,116.752,49.399,2.0036,,,,,,,,,,
,116.852,49.4412,2.0031,,,,,,,,,,
,116.952,49.4837,2.0034,,,,,,,,,,
,117.052,49.5254,2.0028,,,,,,,,,,
,117.152,49.5683,2.0031,,,,,,,,,,
,117.252,49.6103,2.0029,,,,,,,,,,
,117.352,49.6534,2.0032,,,,,,,,,,
,117.452,49.6953,2.0032,,,,,,,,,,
,117.552,49.7377,2.0028,,,,,,,,,,
,117.652,49.7797,2.0034,,,,,,,,,,
,117.752,49.8217,2.0028,,,,,,,,,,
,117.852,49.8647,2.0034,,,,,,,,,,
,117.952,49.9065,2.0028,,,,,,,,,,
,118.052,49.95,2.0038,,,,,,,,,,
,118.152,49.9915,2.0032,,,,,,,,,,
,118.252,50.0343,2.0037,,,,,,,,,,
,118.352,50.0763,2.0031,,,,,,,,,,
,118.452,50.1184,2.003,,,,,,,,,,
,118.552,50.161,2.0034,,,,,,,,,,
,118.652,50.2027,2.0028,,,,,,,,,,
,118.752,50.2459,2.0035,,,,,,,,,,
,118.852,50.2877,2.0029,,,,,,,,,,
,118.952,50.3308,2.0037,,,,,,,,,,
,119.052,50.3724,2.0027,,,,,,,,,,
,119.152,50.4149,2.0033,,,,,,,,,,
,119.252,50.4572,2.0028,,,,,,,,,,
,119.352,50.4992,2.0026,,,,,,,,,,
,119.452,50.5422,2.0028,,,,,,,,,,
,119.552,50.584,2.0027,,,,,,,,,,
,119.652,50.6269,2.0027,,,,,,,,,,
,119.752,50.6688,2.0023,,,,,,,,,,
,119.852,50.7116,2.0029,,,,,,,,,,
,119.952,50.7535,2.0023,,,,,,,,,,
,120.052,50.7956,2.0025,,,,,,,,,,
,120.152,50.8384,2.0023,,,,,,,,,,
,120.252,50.8802,2.0023,,,,,,,,,,
,120.352,50.9231,2.0022,,,,,,,,,,
,120.452,50.965,2.0024,,,,,,,,,,
,120.552,51.0079,2.0024,,,,,,,,,,
,120.652,51.0498,2.0023,,,,,,,,,,
,120.752,51.0923,2.0025,,,,,,,,,,
,120.852,51.1346,2.0023,,,,,,,,,,
,120.952,51.1765,2.0021,,,,,,,,,,
,121.052,51.2196,2.0023,,,,,,,,,,
,121.152,51.2613,2.0021,,,,,,,,,,
,121.252,51.3042,2.0019,,,,,,,,,,
,121.352,51.3462,2.002,,,,,,,,,,
,121.452,51.3886,2.0017,,,,,,,,,,
,121.552,51.4309,2.0022,,,,,,,,,,
,121.652,51.4731,2.0016,,,,,,,,,,
,121.752,51.5156,2.0021,,,,,,,,,,
,121.852,51.5573,2.0014,,,,,,,,,,
,121.952,51.6004,2.0019,,,,,,,,,,
,122.052,51.6422,2.0016,,,,,,,,,,
,122.152,51.6856,2.002,,,,,,,,,,
,122.252,51.7273,2.0016,,,,,,,,,,
,122.352,51.7698,2.0016,,,,,,,,,,
,122.452,51.8119,2.0014,,,,,,,,,,
,122.552,51.854,2.0012,,,,,,,,,,
,122.652,51.8965,2.0014,,,,,,,,,,
,122.752,51.9385,2.0008,,,,,,,,,,
,122.852,51.9816,2.0017,,,,,,,,,,
,122.952,52.0236,2.0013,,,,,,,,,,
,123.052,52.0663,2.0015,,,,,,,,,,
,123.152,52.1081,2.0008,,,,,,,,,,
,123.252,52.1501,2.0008,,,,,,,,,,
,123.352,52.1928,2.001,,,,,,,,,,
,123.452,52.2346,2.0008,,,,,,,,,,
,123.552,52.2779,2.0013,,,,,,,,,,
,123.652,52.3197,2.0007,,,,,,,,,,
,123.752,52.3629,2.0014,,,,,,,,,,
,123.852,52.4045,2.0007,,,,,,,,,,
,123.952,52.4471,2.0012,,,,,,,,,,
,124.052,52.4892,2.0006,,,,,,,,,,
,124.152,52.5311,2.0008,,,,,,,,,,
,124.252,52.574,2.0005,,,,,,,,,,
,124.352,52.6161,2.0009,,,,,,,,,,
,124.452,52.659,2.0009,,,,,,,,,,
,124.552,52.7009,2.0006,,,,,,,,,,
,124.652,52.7432,2.0006,,,,,,,,,,
,124.752,52.7854,2.0007,,,,,,,,,,
,124.852,52.8278,2.0005,,,,,,,,,,
,124.952,52.8703,2.0008,,,,,,,,,,
,125.052,52.9121,2.0006,,,,,,,,,,
,125.152,52.9552,2.0008,,,,,,,,,,
,125.252,52.997,2.0006,,,,,,,,,,
,125.352,53.0401,2.0006,,,,,,,,,,
,125.452,53.082,2.0006,,,,,,,,,,
,125.552,53.1243,2.0004,,,,,,,,,,
,125.652,53.1667,2.0007,,,,,,,,,,
,125.752,53.2085,1.9999,,,,,,,,,,
,125.852,53.2513,2.0007,,,,,,,,,,
,125.952,53.293,1.9998,,,,,,,,,,
,126.052,53.3361,2.0005,,,,,,,,,,
,126.152,53.3781,2.0002,,,,,,,,,,
,126.252,53.4209,2.0006,,,,,,,,,,
,126.352,53.4631,2.0001,,,,,,,,,,
,126.452,53.5051,2.0003,,,,,,,,,,
,126.552,53.5476,2.0001,,,,,,,,,,
,126.652,53.5894,1.9998,,,,,,,,,,
,126.752,53.6325,2.0003,,,,,,,,,,
,126.852,53.6743,1.9999,,,,,,,,,,
,126.952,53.7174,2.0007,,,,,,,,,,
,127.052,53.7593,2.0001,,,,,,,,,,
,127.152,53.8017,2.0002,,,,,,,,,,
,127.252,53.8438,1.9998,,,,,,,,,,
,127.352,53.8856,1.9998,,,,,,,,,,
,127.452,53.9285,1.9999,,,,,,,,,,
,127.552,53.9706,2,,,,,,,,,,
,127.652,54.0137,2,,,,,,,,,,
,127.752,54.0557,2.0003,,,,,,,,,,
,127.852,54.0981,1.9998,,,,,,,,,,
,127.952,54.1402,1.9999,,,,,,,,,,
,128.052,54.1823,1.9996,,,,,,,,,,
,128.152,54.225,1.9998,,,,,,,,,,
,128.252,54.2669,1.9993,,,,,,,,,,
,128.352,54.31,1.9997,,,,,,,,,,
,128.452,54.3518,1.9994,,,,,,,,,,
,128.552,54.3948,1.9995,,,,,,,,,,
,128.652,54.4365,1.9993,,,,,,,,,,
,128.752,54.4788,1.999,,,,,,,,,,
,128.852,54.5211,1.9989,,,,,,,,,,
,128.952,54.5631,1.9986,,,,,,,,,,
,129.052,54.6062,1.9993,,,,,,,,,,
,129.152,54.6479,1.9983,,,,,,,,,,
,129.252,54.691,1.999,,,,,,,,,,
,129.352,54.7327,1.9982,,,,,,,,,,
,129.452,54.7755,1.9987,,,,,,,,,,
,129.552,54.8177,1.9981,,,,,,,,,,
,129.652,54.8598,1.998,,,,,,,,,,
,129.752,54.9021,1.9977,,,,,,,,,,
,129.852,54.9444,1.9978,,,,,,,,,,
,129.952,54.9872,1.9977,,,,,,,,,,
,130.052,55.0289,1.9974,,,,,,,,,,
,130.152,55.0719,1.9978,,,,,,,,,,
,130.252,55.1138,1.9972,,,,,,,,,,
,130.352,55.1563,1.9974,,,,,,,,,,
,130.452,55.1986,1.9973,,,,,,,,,,
,130.552,55.2404,1.997,,,,,,,,,,
,130.652,55.2834,1.997,,,,,,,,,,
,130.752,55.3253,1.997,,,,,,,,,,
,130.852,55.3682,1.9967,,,,,,,,,,
,130.952,55.4104,1.9967,,,,,,,,,,
,131.052,55.4528,1.9966,,,,,,,,,,
,131.152,55.4948,1.9966,,,,,,,,,,
,131.252,55.5371,1.9961,,,,,,,,,,
,131.352,55.5796,1.9966,,,,,,,,,,
,131.452,55.6214,1.9961,,,,,,,,,,
,131.552,55.6644,1.9962,,,,,,,,,,
,131.652,55.7063,1.9958,,,,,,,,,,
,131.752,55.7494,1.996,,,,,,,,,,
,131.852,55.7914,1.9961,,,,,,,,,,
,131.952,55.8336,1.9956,,,,,,,,,,
,132.052,55.8758,1.9958,,,,,,,,,,
,132.152,55.9178,1.9952,,,,,,,,,,
,132.252,55.9608,1.9957,,,,,,,,,,
,132.352,56.0027,1.9952,,,,,,,,,,
,132.452,56.0458,1.9958,,,,,,,,,,
,132.552,56.0875,1.9949,,,,,,,,,,
,132.652,56.1303,1.9953,,,,,,,,,,
,132.752,56.1721,1.9946,,,,,,,,,,
,132.852,56.2143,1.9948,,,,,,,,,,
,132.952,56.2566,1.9941,,,,,,,,,,
,133.052,56.2988,1.9945,,,,,,,,,,
,133.152,56.3419,1.9945,,,,,,,,,,
,133.252,56.3838,1.9944,,,,,,,,,,
,133.352,56.4267,1.9942,,,,,,,,,,
,133.452,56.4685,1.9939,,,,,,,,,,
,133.552,56.5108,1.9941,,,,,,,,,,
,133.652,56.5533,1.9937,,,,,,,,,,
,133.752,56.5951,1.9933,,,,,,,,,,
,133.852,56.6382,1.9935,,,,,,,,,,
,133.952,56.68,1.9932,,,,,,,,,,
,134.052,56.7233,1.9934,,,,,,,,,,
,134.152,56.7647,1.993,,,,,,,,,,
,134.252,56.8075,1.9926,,,,,,,,,,
,134.352,56.8492,1.9925,,,,,,,,,,
,134.452,56.8916,1.992,,,,,,,,,,
,134.552,56.9344,1.9924,,,,,,,,,,
,134.652,56.9762,1.9914,,,,,,,,,,
,134.752,57.019,1.9919,,,,,,,,,,
,134.852,57.061,1.9912,,,,,,,,,,
,134.952,57.1039,1.9916,,,,,,,,,,
,135.052,57.1459,1.9907,,,,,,,,,,
,135.152,57.1884,1.9911,,,,,,,,,,
,135.252,57.2307,1.9905,,,,,,,,,,
,135.352,57.2727,1.9904,,,,,,,,,,
,135.452,57.3154,1.9902,,,,,,,,,,
,135.552,57.3572,1.9897,,,,,,,,,,
,135.652,57.4002,1.99,,,,,,,,,,
,135.752,57.4421,1.9894,,,,,,,,,,
,135.852,57.4848,1.9896,,,,,,,,,,
,135.952,57.5269,1.9892,,,,,,,,,,
,136.052,57.569,1.989,,,,,,,,,,
,136.152,57.6115,1.9886,,,,,,,,,,
,136.252,57.6533,1.9882,,,,,,,,,,
,136.352,57.6965,1.9882,,,,,,,,,,
,136.452,57.7384,1.9879,,,,,,,,,,
,136.552,57.7813,1.9877,,,,,,,,,,
,136.652,57.8235,1.9875,,,,,,,,,,
,136.752,57.8656,1.9867,,,,,,,,,,
,136.852,57.908,1.9867,,,,,,,,,,
,136.952,57.9497,1.9854,,,,,,,,,,
,137.052,57.9927,1.9858,,,,,,,,,,
,137.152,58.0343,1.9848,,,,,,,,,,
,137.252,58.078,1.9854,,,,,,,,,,
,137.352,58.1195,1.9842,,,,,,,,,,
,137.452,58.1623,1.9845,,,,,,,,,,
,137.552,58.2039,1.9835,,,,,,,,,,
,137.652,58.2462,1.9832,,,,,,,,,,
,137.752,58.2888,1.9827,,,,,,,,,,
,137.852,58.3309,1.9822,,,,,,,,,,
,137.952,58.374,1.982,,,,,,,,,,
,138.052,58.4161,1.9815,,,,,,,,,,
,138.152,58.4588,1.9809,,,,,,,,,,
,138.252,58.5005,1.9801,,,,,,,,,,
,138.352,58.5429,1.9799,,,,,,,,,,
,138.452,58.5851,1.9792,,,,,,,,,,
,138.552,58.6271,1.9787,,,,,,,,,,
,138.652,58.6701,1.9785,,,,,,,,,,
,138.752,58.712,1.9779,,,,,,,,,,
,138.852,58.755,1.9776,,,,,,,,,,
,138.952,58.7967,1.9771,,,,,,,,,,
,139.052,58.8394,1.9765,,,,,,,,,,
,139.152,58.8816,1.9766,,,,,,,,,,
,139.252,58.9235,1.9755,,,,,,,,,,
,139.352,58.9665,1.9756,,,,,,,,,,
,139.452,59.0083,1.9746,,,,,,,,,,
,139.552,59.0513,1.975,,,,,,,,,,
,139.652,59.0931,1.974,,,,,,,,,,
,139.752,59.1359,1.9745,,,,,,,,,,
,139.852,59.1777,1.9736,,,,,,,,,,
,139.952,59.2202,1.9738,,,,,,,,,,
,140.052,59.2627,1.9734,,,,,,,,,,
,140.152,59.3044,1.9732,,,,,,,,,,
,140.252,59.3474,1.9733,,,,,,,,,,
,140.352,59.3892,1.9733,,,,,,,,,,
,140.452,59.4322,1.9736,,,,,,,,,,
,140.552,59.4742,1.9733,,,,,,,,,,
,140.652,59.5169,1.9735,,,,,,,,,,
,140.752,59.5589,1.9736,,,,,,,,,,
,140.852,59.6011,1.9734,,,,,,,,,,
,140.952,59.6436,1.9737,,,,,,,,,,
,141.052,59.6856,1.9736,,,,,,,,,,
,141.152,59.7285,1.9742,,,,,,,,,,
,141.252,59.7703,1.9738,,,,,,,,,,
,141.352,59.8134,1.9746,,,,,,,,,,
,141.452,59.8554,1.9746,,,,,,,,,,
,141.552,59.8975,1.9746,,,,,,,,,,
,141.652,59.9399,1.9748,,,,,,,,,,
,141.752,59.9817,1.9749,,,,,,,,,,
,141.852,60.0247,1.9757,,,,,,,,,,
,141.952,60.0666,1.9755,,,,,,,,,,
,142.052,60.1098,1.9767,,,,,,,,,,
,142.152,60.1516,1.9763,,,,,,,,,,
,142.252,60.1942,1.977,,,,,,,,,,
,142.352,60.2363,1.9767,,,,,,,,,,
,142.452,60.2781,1.977,,,,,,,,,,
,142.552,60.3209,1.9772,,,,,,,,,,
,142.652,60.3626,1.9778,,,,,,,,,,
,142.752,60.406,1.9782,,,,,,,,,,
,142.852,60.4478,1.9785,,,,,,,,,,
,142.952,60.4906,1.9789,,,,,,,,,,
,143.052,60.5324,1.9791,,,,,,,,,,
,143.152,60.5747,1.9794,,,,,,,,,,
,143.252,60.6172,1.9802,,,,,,,,,,
,143.352,60.6593,1.9801,,,,,,,,,,
,143.452,60.7021,1.9811,,,,,,,,,,
,143.552,60.7441,1.9812,,,,,,,,,,
,143.652,60.7872,1.9821,,,,,,,,,,
,143.752,60.829,1.9822,,,,,,,,,,
,143.852,60.8714,1.9824,,,,,,,,,,
,143.952,60.9135,1.9832,,,,,,,,,,
,144.052,60.9553,1.9833,,,,,,,,,,
,144.152,60.9984,1.9842,,,,,,,,,,
,144.252,61.0403,1.9843,,,,,,,,,,
,144.352,61.0832,1.9852,,,,,,,,,,
,144.452,61.1248,1.9849,,,,,,,,,,
,144.552,61.1678,1.9861,,,,,,,,,,
,144.652,61.2099,1.9862,,,,,,,,,,
,144.752,61.2522,1.9872,,,,,,,,,,
,144.852,61.2947,1.9871,,,,,,,,,,
,144.952,61.3365,1.9879,,,,,,,,,,
,145.052,61.3796,1.9884,,,,,,,,,,
,145.152,61.4213,1.9889,,,,,,,,,,
,145.252,61.4645,1.9896,,,,,,,,,,
,145.352,61.5061,1.99,,,,,,,,,,
,145.452,61.5487,1.9905,,,,,,,,,,
,145.552,61.591,1.9913,,,,,,,,,,
,145.652,61.6328,1.9916,,,,,,,,,,
,145.752,61.6757,1.9921,,,,,,,,,,
,145.852,61.7173,1.9923,,,,,,,,,,
,145.952,61.7605,1.9934,,,,,,,,,,
,146.052,61.8023,1.9937,,,,,,,,,,
,146.152,61.8453,1.9945,,,,,,,,,,
,146.252,61.8872,1.995,,,,,,,,,,
,146.352,61.9296,1.9954,,,,,,,,,,
,146.452,61.972,1.9963,,,,,,,,,,
,146.552,62.0139,1.9964,,,,,,,,,,
,146.652,62.0566,1.9977,,,,,,,,,,
,146.752,62.0986,1.9977,,,,,,,,,,
,146.852,62.1416,1.9988,,,,,,,,,,
,146.952,62.1837,1.9989,,,,,,,,,,
,147.052,62.2262,1.9998,,,,,,,,,,
,147.152,62.2683,2.0001,,,,,,,,,,
,147.252,62.3098,2.0004,,,,,,,,,,
,147.352,62.3529,2.0017,,,,,,,,,,
,147.452,62.3947,2.0017,,,,,,,,,,
,147.552,62.4381,2.003,,,,,,,,,,
,147.652,62.4797,2.003,,,,,,,,,,
,147.752,62.5228,2.0042,,,,,,,,,,
,147.852,62.5647,2.0041,,,,,,,,,,
,147.952,62.6069,2.005,,,,,,,,,,
,148.052,62.6491,2.0052,,,,,,,,,,
,148.152,62.6912,2.0059,,,,,,,,,,
,148.252,62.7342,2.0065,,,,,,,,,,
,148.352,62.776,2.0068,,,,,,,,,,
,148.452,62.8191,2.0078,,,,,,,,,,
,148.552,62.8607,2.0081,,,,,,,,,,
,148.652,62.9032,2.0086,,,,,,,,,,
,148.752,62.9455,2.0092,,,,,,,,,,
,148.852,62.9875,2.0095,,,,,,,,,,
,148.952,63.0303,2.0103,,,,,,,,,,
,149.052,63.0723,2.011,,,,,,,,,,
,149.152,63.1153,2.0113,,,,,,,,,,
,149.252,63.1571,2.0119,,,,,,,,,,
,149.352,63.2,2.0124,,,,,,,,,,
,149.452,63.2417,2.0127,,,,,,,,,,
,149.552,63.2842,2.0132,,,,,,,,,,
,149.652,63.3266,2.014,,,,,,,,,,
,149.752,63.3686,2.0136,,,,,,,,,,
,149.852,63.4114,2.0149,,,,,,,,,,
,149.952,63.4533,2.0148,,,,,,,,,,
,150.052,63.496,2.0158,,,,,,,,,,
,150.152,63.5383,2.0157,,,,,,,,,,
,150.252,63.5807,2.0165,,,,,,,,,,
,150.352,63.6231,2.0166,,,,,,,,,,
,150.452,63.6647,2.0168,,,,,,,,,,
,150.552,63.7078,2.0175,,,,,,,,,,
,150.652,63.7494,2.0174,,,,,,,,,,
,150.752,63.7928,2.0181,,,,,,,,,,
,150.852,63.8344,2.0184,,,,,,,,,,
,150.952,63.8773,2.019,,,,,,,,,,
,151.052,63.9193,2.0191,,,,,,,,,,
,151.152,63.9615,2.0196,,,,,,,,,,
,151.252,64.0039,2.0198,,,,,,,,,,
,151.352,64.0457,2.02,,,,,,,,,,
,151.452,64.0887,2.0206,,,,,,,,,,
,151.552,64.1306,2.021,,,,,,,,,,
,151.652,64.1738,2.0214,,,,,,,,,,
,151.752,64.2156,2.0219,,,,,,,,,,
,151.852,64.2581,2.022,,,,,,,,,,
,151.952,64.3001,2.0224,,,,,,,,,,
,152.052,64.3423,2.0225,,,,,,,,,,
,152.152,64.3849,2.0231,,,,,,,,,,
,152.252,64.4269,2.0229,,,,,,,,,,
,152.352,64.47,2.0239,,,,,,,,,,
,152.452,64.5119,2.0238,,,,,,,,,,
,152.552,64.5546,2.0245,,,,,,,,,,
,152.652,64.5965,2.0242,,,,,,,,,,
,152.752,64.6385,2.0245,,,,,,,,,,
,152.852,64.6811,2.0249,,,,,,,,,,
,152.952,64.7231,2.0252,,,,,,,,,,
,153.052,64.7663,2.0263,,,,,,,,,,
,153.152,64.808,2.0258,,,,,,,,,,
,153.252,64.8511,2.0266,,,,,,,,,,
,153.352,64.893,2.0266,,,,,,,,,,
,153.452,64.9353,2.027,,,,,,,,,,
,153.552,64.9776,2.027,,,,,,,,,,
,153.652,65.0195,2.0274,,,,,,,,,,
,153.752,65.0624,2.0276,,,,,,,,,,
,153.852,65.1042,2.0276,,,,,,,,,,
,153.952,65.1475,2.0283,,,,,,,,,,
,154.052,65.1891,2.0283,,,,,,,,,,
,154.152,65.2317,2.0285,,,,,,,,,,
,154.252,65.2738,2.0291,,,,,,,,,,
,154.352,65.3162,2.029,,,,,,,,,,
,154.452,65.3586,2.0296,,,,,,,,,,
,154.552,65.4005,2.0291,,,,,,,,,,
,154.652,65.4434,2.0302,,,,,,,,,,
,154.752,65.4854,2.0299,,,,,,,,,,
,154.852,65.5283,2.0308,,,,,,,,,,
,154.952,65.5704,2.0306,,,,,,,,,,
,155.052,65.6127,2.031,,,,,,,,,,
,155.152,65.6549,2.031,,,,,,,,,,
,155.252,65.697,2.0313,,,,,,,,,,
,155.352,65.7395,2.0316,,,,,,,,,,
,155.452,65.7814,2.0316,,,,,,,,,,
,155.552,65.8243,2.0323,,,,,,,,,,
,155.652,65.8665,2.0323,,,,,,,,,,
,155.752,65.9093,2.0329,,,,,,,,,,
,155.852,65.9514,2.0329,,,,,,,,,,
,155.952,65.9931,2.0327,,,,,,,,,,
,156.052,66.0362,2.0328,,,,,,,,,,
,156.152,66.0775,2.033,,,,,,,,,,
,156.252,66.1209,2.0336,,,,,,,,,,
,156.352,66.1626,2.0338,,,,,,,,,,
,156.452,66.2059,2.0337,,,,,,,,,,
,156.552,66.2475,2.0339,,,,,,,,,,
,156.652,66.2903,2.0341,,,,,,,,,,
,156.752,66.3321,2.0345,,,,,,,,,,
,156.852,66.3742,2.0343,,,,,,,,,,
,156.952,66.4167,2.035,,,,,,,,,,
,157.052,66.4589,2.0347,,,,,,,,,,
,157.152,66.5021,2.0359,,,,,,,,,,
,157.252,66.5439,2.0356,,,,,,,,,,
,157.352,66.5863,2.0361,,,,,,,,,,
,157.452,66.6284,2.0356,,,,,,,,,,
,157.552,66.6707,2.0364,,,,,,,,,,
,157.652,66.7133,2.0365,,,,,,,,,,
,157.752,66.7552,2.0365,,,,,,,,,,
,157.852,66.7984,2.0371,,,,,,,,,,
,157.952,66.8401,2.0371,,,,,,,,,,
,158.052,66.8831,2.0378,,,,,,,,,,
,158.152,66.9248,2.0375,,,,,,,,,,
,158.252,66.9671,2.0376,,,,,,,,,,
,158.352,67.0094,2.0379,,,,,,,,,,
,158.452,67.0515,2.038,,,,,,,,,,
,158.552,67.0944,2.0381,,,,,,,,,,
,158.652,67.1362,2.0384,,,,,,,,,,
,158.752,67.1794,2.0386,,,,,,,,,,
,158.852,67.221,2.0387,,,,,,,,,,
,158.952,67.2638,2.0389,,,,,,,,,,
,159.052,67.3059,2.039,,,,,,,,,,
,159.152,67.348,2.0387,,,,,,,,,,
,159.252,67.3909,2.0393,,,,,,,,,,
,159.352,67.4326,2.0388,,,,,,,,,,
,159.452,67.4757,2.0395,,,,,,,,,,
,159.552,67.5172,2.0386,,,,,,,,,,
,159.652,67.5603,2.0398,,,,,,,,,,
,159.752,67.602,2.0391,,,,,,,,,,
,159.852,67.6448,2.0396,,,,,,,,,,
,159.952,67.687,2.0394,,,,,,,,,,
,160.052,67.729,2.0399,,,,,,,,,,
,160.152,67.7714,2.0396,,,,,,,,,,
,160.252,67.8136,2.04,,,,,,,,,,
,160.352,67.8566,2.0406,,,,,,,,,,
,160.452,67.8985,2.0411,,,,,,,,,,
,160.552,67.9412,2.0416,,,,,,,,,,
,160.652,67.9835,2.042,,,,,,,,,,
,160.752,68.0254,2.0423,,,,,,,,,,
,160.852,68.068,2.0429,,,,,,,,,,
,160.952,68.1097,2.0434,,,,,,,,,,
,161.052,68.1528,2.0446,,,,,,,,,,
,161.152,68.1946,2.0451,,,,,,,,,,
,161.252,68.2377,2.0461,,,,,,,,,,
,161.352,68.2797,2.0468,,,,,,,,,,
,161.452,68.3219,2.0474,,,,,,,,,,
,161.552,68.3642,2.0484,,,,,,,,,,
,161.652,68.406,2.049,,,,,,,,,,
,161.752,68.4489,2.0502,,,,,,,,,,
,161.852,68.4909,2.0505,,,,,,,,,,
,161.952,68.5341,2.0522,,,,,,,,,,
,162.052,68.5759,2.0523,,,,,,,,,,
,162.152,68.6187,2.0534,,,,,,,,,,
,162.252,68.6605,2.054,,,,,,,,,,
,162.352,68.7025,2.0551,,,,,,,,,,
,162.452,68.7452,2.0555,,,,,,,,,,
,162.552,68.7869,2.0566,,,,,,,,,,
,162.652,68.8303,2.058,,,,,,,,,,
,162.752,68.8721,2.0588,,,,,,,,,,
,162.852,68.9149,2.06,,,,,,,,,,
,162.952,68.9568,2.0609,,,,,,,,,,
,163.052,68.9993,2.0621,,,,,,,,,,
,163.152,69.0415,2.063,,,,,,,,,,
,163.252,69.0836,2.064,,,,,,,,,,
,163.352,69.1264,2.0652,,,,,,,,,,
,163.452,69.1684,2.0662,,,,,,,,,,
,163.552,69.2115,2.0676,,,,,,,,,,
,163.652,69.2531,2.0686,,,,,,,,,,
,163.752,69.2959,2.0697,,,,,,,,,,
,163.852,69.3377,2.0709,,,,,,,,,,
,163.952,69.38,2.0719,,,,,,,,,,
,164.052,69.4226,2.0733,,,,,,,,,,
,164.152,69.4646,2.0742,,,,,,,,,,
,164.252,69.5075,2.0759,,,,,,,,,,
,164.352,69.5493,2.0767,,,,,,,,,,
,164.452,69.5922,2.0783,,,,,,,,,,
,164.552,69.6343,2.0795,,,,,,,,,,
,164.652,69.6766,2.0809,,,,,,,,,,
,164.752,69.719,2.0818,,,,,,,,,,
,164.852,69.761,2.0832,,,,,,,,,,
,164.952,69.8037,2.0844,,,,,,,,,,
,165.052,69.8455,2.0855,,,,,,,,,,
,165.152,69.8886,2.087,,,,,,,,,,
,165.252,69.9302,2.088,,,,,,,,,,
,165.352,69.9732,2.0895,,,,,,,,,,
,165.452,70.0154,2.0909,,,,,,,,,,
,165.552,70.0573,2.0922,,,,,,,,,,
,165.652,70.1,2.0935,,,,,,,,,,
,165.752,70.1417,2.0949,,,,,,,,,,
,165.852,70.1847,2.096,,,,,,,,,,
,165.952,70.2266,2.0977,,,,,,,,,,
,166.052,70.2697,2.099,,,,,,,,,,
,166.152,70.3117,2.1005,,,,,,,,,,
,166.252,70.3542,2.1013,,,,,,,,,,
,166.352,70.3964,2.1031,,,,,,,,,,
,166.452,70.4381,2.1039,,,,,,,,,,
,166.552,70.4811,2.1059,,,,,,,,,,
,166.652,70.5226,2.1068,,,,,,,,,,
,166.752,70.5661,2.109,,,,,,,,,,
,166.852,70.6079,2.1099,,,,,,,,,,
,166.952,70.6506,2.1117,,,,,,,,,,
,167.052,70.6923,2.1126,,,,,,,,,,
,167.152,70.7345,2.1144,,,,,,,,,,
,167.252,70.7772,2.1159,,,,,,,,,,
,167.352,70.8191,2.1174,,,,,,,,,,
,167.452,70.8623,2.1191,,,,,,,,,,
,167.552,70.9042,2.1208,,,,,,,,,,
,167.652,70.9472,2.1225,,,,,,,,,,
,167.752,70.9889,2.1235,,,,,,,,,,
,167.852,71.0313,2.1248,,,,,,,,,,
,167.952,71.0735,2.1264,,,,,,,,,,
,168.052,71.1154,2.1275,,,,,,,,,,
,168.152,71.1585,2.1291,,,,,,,,,,
,168.252,71.2002,2.1306,,,,,,,,,,
,168.352,71.2433,2.1321,,,,,,,,,,
,168.452,71.285,2.1339,,,,,,,,,,
,168.552,71.3277,2.1349,,,,,,,,,,
,168.652,71.3699,2.1366,,,,,,,,,,
,168.752,71.412,2.1377,,,,,,,,,,
,168.852,71.4547,2.1397,,,,,,,,,,
,168.952,71.4967,2.1409,,,,,,,,,,
,169.052,71.5397,2.1427,,,,,,,,,,
,169.152,71.5814,2.1437,,,,,,,,,,
,169.252,71.6243,2.1457,,,,,,,,,,
,169.352,71.6661,2.1462,,,,,,,,,,
,169.452,71.7084,2.1476,,,,,,,,,,
,169.552,71.7511,2.149,,,,,,,,,,
,169.652,71.7928,2.1503,,,,,,,,,,
,169.752,71.8358,2.1519,,,,,,,,,,
,169.852,71.8772,2.1533,,,,,,,,,,
,169.952,71.9206,2.1549,,,,,,,,,,
,170.052,71.9624,2.1563,,,,,,,,,,
,170.152,72.0052,2.1581,,,,,,,,,,
,170.252,72.0472,2.1594,,,,,,,,,,
,170.352,72.0894,2.1606,,,,,,,,,,
,170.452,72.132,2.1623,,,,,,,,,,
,170.552,72.1739,2.1634,,,,,,,,,,
,170.652,72.2169,2.1651,,,,,,,,,,
,170.752,72.2588,2.1659,,,,,,,,,,
,170.852,72.3017,2.1678,,,,,,,,,,
,170.952,72.3437,2.1691,,,,,,,,,,
,171.052,72.3858,2.1703,,,,,,,,,,
,171.152,72.4282,2.1722,,,,,,,,,,
,171.252,72.47,2.1736,,,,,,,,,,
,171.352,72.5129,2.1753,,,,,,,,,,
,171.452,72.5548,2.1769,,,,,,,,,,
,171.552,72.598,2.1792,,,,,,,,,,
,171.652,72.6399,2.1804,,,,,,,,,,
,171.752,72.6825,2.1822,,,,,,,,,,
