Results Table 1,,,,,,,,,,,,,
,Specimen label,Thickness,Width,Length,Rate 1,,,,,,,,
,,(mm),(mm),(mm),(mm/min),,,,,,,,
1,LDPE-1,3.25,14.73,90.8,25.4,,,,,,,,
2,LDPE-5,3.25,14.73,87.88,127,,,,,,,,
3,LDPE-20,3.25,14.73,82.35,508,,,,,,,,
,,,,,,,,,,,,,
Results Table 2,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
1,Time,Displacement,Force,,2,Time,Displacement,Force,,3,Time,Displacement,Force
,(s),(mm),(kN),,,(s),(mm),(kN),,,(s),(mm),(kN)
,0,0,-0.0088,,,0,0,-0.0072,,,0,0,-0.0055
,65.5,27.7002,0.4434,,,65.028,137.5295,0.4133,,,,,
,65.6,27.7432,0.4432,,,65.128,137.7416,0.4131,,,,,
,65.7,27.7847,0.4431,,,65.228,137.9532,0.4133,,,,,
,65.8,27.8279,0.4433,,,65.328,138.1646,0.4131,,,,,
,65.9,27.8697,0.4428,,,65.428,138.3766,0.4134,,,,,
,66,27.9125,0.4434,,,65.528,138.5883,0.4135,,,,,
,66.1,27.9544,0.4429,,,65.628,138.7995,0.4135,,,,,
,66.2,27.9965,0.443,,,65.728,139.0113,0.4137,,,,,
,66.3,28.0391,0.443,,,65.828,139.2231,0.4137,,,,,
,66.4,28.0812,0.4427,,,65.928,139.4348,0.4136,,,,,
,66.5,28.1239,0.443,,,66.028,139.6464,0.4138,,,,,
,66.6,28.1658,0.4429,,,66.128,139.8578,0.4137,,,,,
,66.7,28.2088,0.4429,,,66.228,140.0699,0.4137,,,,,
,66.8,28.2508,0.443,,,66.328,140.2817,0.414,,,,,
,66.9,28.2933,0.4426,,,66.428,140.4927,0.4138,,,,,
,67,28.3356,0.4428,,,66.528,140.7047,0.4138,,,,,
,67.1,28.3775,0.4426,,,66.628,140.9168,0.4139,,,,,
,67.2,28.4204,0.4428,,,66.728,141.128,0.414,,,,,
,67.3,28.4621,0.4428,,,66.828,141.3397,0.4138,,,,,
,67.4,28.5052,0.4424,,,66.928,141.5515,0.4138,,,,,
,67.5,28.547,0.4428,,,67.028,141.7629,0.414,,,,,
,67.6,28.5896,0.4424,,,67.128,141.9749,0.414,,,,,
,67.7,28.632,0.4426,,,67.228,142.1863,0.4141,,,,,
,67.8,28.674,0.4425,,,67.328,142.3979,0.4143,,,,,
,67.9,28.7164,0.4421,,,67.428,142.6102,0.4141,,,,,
,68,28.758,0.4426,,,67.528,142.821,0.414,,,,,
,68.1,28.8014,0.4423,,,67.628,143.0331,0.4139,,,,,
,68.2,28.8432,0.4423,,,67.728,143.2452,0.4143,,,,,
,68.3,28.8866,0.4426,,,67.828,143.4562,0.4142,,,,,
,68.4,28.9282,0.4421,,,67.928,143.6678,0.4142,,,,,
,68.5,28.9708,0.4427,,,68.028,143.8801,0.414,,,,,
,68.6,29.0127,0.4421,,,68.128,144.0916,0.4141,,,,,
,68.7,29.0548,0.4422,,,68.228,144.3028,0.4142,,,,,
,68.8,29.0974,0.4425,,,68.328,144.5147,0.414,,,,,
,68.9,29.1394,0.4419,,,68.428,144.7265,0.4142,,,,,
,69,29.1825,0.4425,,,68.528,144.9383,0.4142,,,,,
,69.1,29.2244,0.4423,,,68.628,145.1495,0.4139,,,,,
,69.2,29.2671,0.4424,,,68.728,145.3613,0.4139,,,,,
,69.3,29.309,0.4424,,,68.828,145.5735,0.4141,,,,,
,69.4,29.3511,0.442,,,68.928,145.7847,0.4141,,,,,
,69.5,29.3937,0.4423,,,69.028,145.9961,0.4142,,,,,
,69.6,29.4357,0.4419,,,69.128,146.2083,0.4142,,,,,
,69.7,29.4789,0.442,,,69.228,146.4196,0.4142,,,,,
,69.8,29.5206,0.4421,,,69.328,146.6313,0.4144,,,,,
,69.9,29.5638,0.4419,,,69.428,146.8433,0.4142,,,,,
,70,29.6055,0.4421,,,69.528,147.0546,0.4142,,,,,
,70.1,29.6479,0.442,,,69.628,147.2665,0.4144,,,,,
,70.2,29.6901,0.4419,,,69.728,147.4783,0.4144,,,,,
,70.3,29.732,0.4421,,,69.828,147.6896,0.4142,,,,,
,70.4,29.7749,0.4419,,,69.928,147.9016,0.4142,,,,,
,70.5,29.8169,0.4419,,,70.028,148.1132,0.4145,,,,,
,70.6,29.86,0.442,,,70.128,148.3245,0.4144,,,,,
,70.7,29.9016,0.4418,,,70.228,148.5365,0.4145,,,,,
,70.8,29.944,0.4419,,,70.328,148.7482,0.4145,,,,,
,70.9,29.9864,0.4418,,,70.428,148.9594,0.4146,,,,,
,71,30.0286,0.4417,,,70.528,149.1713,0.4145,,,,,
,71.1,30.0713,0.4421,,,70.628,149.3832,0.4144,,,,,
,71.2,30.1131,0.4417,,,70.728,149.5948,0.4145,,,,,
,71.3,30.1563,0.4418,,,70.828,149.8065,0.4148,,,,,
,71.4,30.1978,0.4415,,,70.928,150.0177,0.4147,,,,,
,71.5,30.241,0.4418,,,71.028,150.2301,0.4148,,,,,
,71.6,30.2826,0.4417,,,71.128,150.4417,0.4146,,,,,
,71.7,30.3252,0.4419,,,71.228,150.6526,0.4149,,,,,
,71.8,30.3675,0.4418,,,71.328,150.8649,0.4145,,,,,
,71.9,30.4095,0.4418,,,71.428,151.0769,0.4149,,,,,
,72,30.4523,0.4414,,,71.528,151.2878,0.4147,,,,,
,72.1,30.4939,0.4418,,,71.628,151.4996,0.4148,,,,,
,72.2,30.537,0.4418,,,71.728,151.7115,0.4147,,,,,
,72.3,30.579,0.4414,,,71.828,151.9229,0.415,,,,,
,72.4,30.6219,0.4419,,,71.928,152.1349,0.415,,,,,
,72.5,30.664,0.4415,,,72.028,152.3463,0.4149,,,,,
,72.6,30.7059,0.4417,,,72.128,152.558,0.4147,,,,,
,72.7,30.7487,0.4418,,,72.228,152.77,0.415,,,,,
,72.8,30.7901,0.4414,,,72.328,152.9812,0.4148,,,,,
,72.9,30.8335,0.4416,,,72.428,153.193,0.4148,,,,,
,73,30.8751,0.4415,,,72.528,153.4053,0.4151,,,,,
,73.1,30.9182,0.4417,,,72.628,153.6163,0.4149,,,,,
,73.2,30.9603,0.4416,,,72.728,153.8279,0.4148,,,,,
,73.3,31.0027,0.4411,,,72.828,154.04,0.415,,,,,
,73.4,31.0446,0.4416,,,72.928,154.2514,0.4149,,,,,
,73.5,31.0865,0.4414,,,73.028,154.4629,0.4151,,,,,
,73.6,31.1294,0.4414,,,73.128,154.6748,0.4151,,,,,
,73.7,31.1714,0.4414,,,73.228,154.8865,0.4152,,,,,
,73.8,31.2147,0.4414,,,73.328,155.0983,0.4151,,,,,
,73.9,31.2566,0.4414,,,73.428,155.3095,0.415,,,,,
,74,31.299,0.4415,,,73.528,155.5212,0.4149,,,,,
,74.1,31.3411,0.4412,,,73.628,155.7336,0.4151,,,,,
,74.2,31.3832,0.4415,,,73.728,155.9445,0.4151,,,,,
,74.3,31.4258,0.4413,,,73.828,156.156,0.4151,,,,,
,74.4,31.4677,0.4411,,,73.928,156.3685,0.4152,,,,,
,74.5,31.5107,0.4415,,,74.028,156.5798,0.4151,,,,,
,74.6,31.5527,0.441,,,74.128,156.7911,0.4151,,,,,
,74.7,31.5957,0.4415,,,74.228,157.0033,0.4154,,,,,
,74.8,31.6373,0.4412,,,74.328,157.2148,0.4152,,,,,
,74.9,31.6797,0.4413,,,74.428,157.4266,0.4152,,,,,
,75,31.722,0.4415,,,74.528,157.6382,0.4153,,,,,
,75.1,31.764,0.4412,,,74.628,157.8494,0.4152,,,,,
,75.2,31.807,0.4414,,,74.728,158.0616,0.4155,,,,,
,75.3,31.8489,0.4413,,,74.828,158.2733,0.4155,,,,,
,75.4,31.8919,0.4414,,,74.928,158.4844,0.4151,,,,,
,75.5,31.9337,0.4414,,,75.028,158.6965,0.4156,,,,,
,75.6,31.9765,0.4413,,,75.128,158.9082,0.4155,,,,,
,75.7,32.0185,0.4412,,,75.228,159.1197,0.4156,,,,,
,75.8,32.0605,0.4412,,,75.328,159.3314,0.4153,,,,,
,75.9,32.1032,0.4411,,,75.428,159.5431,0.4155,,,,,
,76,32.1451,0.4413,,,75.528,159.7547,0.4156,,,,,
,76.1,32.1881,0.4412,,,75.628,159.9665,0.4154,,,,,
,76.2,32.2298,0.4409,,,75.728,160.1778,0.4156,,,,,
,76.3,32.2728,0.4414,,,75.828,160.3899,0.4156,,,,,
,76.4,32.3146,0.4411,,,75.928,160.6018,0.4157,,,,,
,76.5,32.3573,0.4411,,,76.028,160.8126,0.4156,,,,,
,76.6,32.3996,0.4412,,,76.128,161.025,0.4153,,,,,
,76.7,32.4414,0.4407,,,76.228,161.2366,0.4155,,,,,
,76.8,32.4844,0.4412,,,76.328,161.4477,0.4155,,,,,
,76.9,32.5262,0.4412,,,76.428,161.6596,0.4155,,,,,
,77,32.5693,0.441,,,76.528,161.8719,0.4157,,,,,
,77.1,32.6111,0.4412,,,76.628,162.0831,0.4155,,,,,
,77.2,32.6538,0.4411,,,76.728,162.2947,0.4155,,,,,
,77.3,32.6957,0.4408,,,76.828,162.5063,0.4154,,,,,
,77.4,32.738,0.4413,,,76.928,162.7182,0.4153,,,,,
,77.5,32.7805,0.4409,,,77.028,162.93,0.4156,,,,,
,77.6,32.8222,0.441,,,77.128,163.1412,0.4153,,,,,
,77.7,32.8651,0.4411,,,77.228,163.3529,0.4153,,,,,
,77.8,32.9073,0.4409,,,77.328,163.5652,0.4155,,,,,
,77.9,32.9503,0.4414,,,77.428,163.7762,0.4156,,,,,
,78,32.9923,0.441,,,77.528,163.9877,0.4154,,,,,
,78.1,33.0345,0.4411,,,77.628,164.2,0.4154,,,,,
,78.2,33.0768,0.4412,,,77.728,164.4115,0.4156,,,,,
,78.3,33.1186,0.4409,,,77.828,164.6232,0.4157,,,,,
,78.4,33.1617,0.4408,,,77.928,164.8347,0.4157,,,,,
,78.5,33.2035,0.4411,,,78.028,165.0463,0.4157,,,,,
,78.6,33.2466,0.441,,,78.128,165.2583,0.416,,,,,
,78.7,33.2885,0.441,,,78.228,165.4698,0.4159,,,,,
,78.8,33.3312,0.4409,,,78.328,165.6812,0.4158,,,,,
,78.9,33.373,0.441,,,78.428,165.8936,0.4159,,,,,
,79,33.4151,0.4413,,,78.528,166.1046,0.4159,,,,,
,79.1,33.4577,0.4411,,,78.628,166.316,0.4159,,,,,
,79.2,33.4996,0.441,,,78.728,166.5284,0.416,,,,,
,79.3,33.5428,0.441,,,78.828,166.7398,0.4161,,,,,
,79.4,33.5847,0.4409,,,78.928,166.9509,0.4163,,,,,
,79.5,33.6275,0.4411,,,79.028,167.1633,0.4164,,,,,
,79.6,33.6694,0.4409,,,79.128,167.3748,0.4161,,,,,
,79.7,33.7119,0.4409,,,79.228,167.5864,0.4163,,,,,
,79.8,33.7542,0.4411,,,79.328,167.7981,0.4164,,,,,
,79.9,33.796,0.4407,,,79.428,168.0095,0.4163,,,,,
,80,33.839,0.4411,,,79.528,168.222,0.4163,,,,,
,80.1,33.8808,0.441,,,79.628,168.4332,0.4166,,,,,
,80.2,33.924,0.441,,,79.728,168.6444,0.4164,,,,,
,80.3,33.9657,0.4411,,,79.828,168.8566,0.4163,,,,,
,80.4,34.0083,0.441,,,79.928,169.0683,0.4163,,,,,
,80.5,34.0502,0.441,,,80.028,169.2795,0.4167,,,,,
,80.6,34.0925,0.4411,,,80.128,169.4915,0.4163,,,,,
,80.7,34.1352,0.4412,,,80.228,169.7029,0.4164,,,,,
,80.8,34.1771,0.4409,,,80.328,169.9148,0.4164,,,,,
,80.9,34.2199,0.4413,,,80.428,170.1266,0.4164,,,,,
,81,34.2619,0.4408,,,80.528,170.3379,0.4162,,,,,
,81.1,34.305,0.4412,,,80.628,170.5498,0.4165,,,,,
,81.2,34.347,0.4409,,,80.728,170.7616,0.4164,,,,,
,81.3,34.389,0.4409,,,80.828,170.9728,0.4162,,,,,
,81.4,34.4317,0.4413,,,80.928,171.1847,0.4164,,,,,
,81.5,34.4734,0.4409,,,81.028,171.3969,0.4164,,,,,
,81.6,34.5163,0.4411,,,81.128,171.6077,0.4163,,,,,
,81.7,34.5581,0.441,,,81.228,171.8197,0.4163,,,,,
,81.8,34.6012,0.441,,,81.328,172.0317,0.4164,,,,,
,81.9,34.6428,0.4411,,,81.428,172.243,0.4161,,,,,
,82,34.6858,0.4411,,,81.528,172.4546,0.4162,,,,,
,82.1,34.7277,0.4411,,,81.628,172.6666,0.4161,,,,,
,82.2,34.7699,0.441,,,81.728,172.8782,0.4164,,,,,
,82.3,34.8124,0.4406,,,81.828,173.0901,0.4161,,,,,
,82.4,34.8544,0.4413,,,81.928,173.301,0.4162,,,,,
,82.5,34.8974,0.4409,,,82.028,173.513,0.4161,,,,,
,82.6,34.9394,0.4408,,,82.128,173.7252,0.4161,,,,,
,82.7,34.9821,0.4413,,,82.228,173.9362,0.4163,,,,,
,82.8,35.0244,0.4411,,,82.328,174.1478,0.4161,,,,,
,82.9,35.0665,0.441,,,82.428,174.3602,0.4161,,,,,
,83,35.1088,0.4411,,,82.528,174.5712,0.4161,,,,,
,83.1,35.1506,0.4409,,,82.628,174.7829,0.4161,,,,,
,83.2,35.1935,0.4411,,,82.728,174.9949,0.416,,,,,
,83.3,35.2353,0.4409,,,82.828,175.2063,0.4162,,,,,
,83.4,35.2787,0.4411,,,82.928,175.4185,0.4163,,,,,
,83.5,35.3206,0.4414,,,83.028,175.6296,0.4161,,,,,
,83.6,35.3631,0.4409,,,83.128,175.8413,0.4163,,,,,
,83.7,35.4048,0.441,,,83.228,176.0534,0.4164,,,,,
,83.8,35.4471,0.4412,,,83.328,176.2648,0.4163,,,,,
,83.9,35.49,0.4407,,,83.428,176.4759,0.4164,,,,,
,84,35.5317,0.4414,,,83.528,176.6886,0.4165,,,,,
,84.1,35.575,0.4412,,,83.628,176.8998,0.4163,,,,,
,84.2,35.6167,0.441,,,83.728,177.1111,0.4163,,,,,
,84.3,35.6596,0.4411,,,83.828,177.3232,0.4163,,,,,
,84.4,35.7015,0.441,,,83.928,177.5348,0.4164,,,,,
,84.5,35.7437,0.4413,,,84.028,177.7463,0.4163,,,,,
,84.6,35.786,0.4413,,,84.128,177.958,0.4164,,,,,
,84.7,35.828,0.441,,,84.228,178.1697,0.4167,,,,,
,84.8,35.871,0.4414,,,84.328,178.3816,0.4164,,,,,
,84.9,35.9129,0.4412,,,84.428,178.5931,0.4166,,,,,
,85,35.956,0.4411,,,84.528,178.8043,0.4164,,,,,
,85.1,35.9976,0.4412,,,84.628,179.0167,0.4164,,,,,
,85.2,36.0404,0.4411,,,84.728,179.2281,0.4165,,,,,
,85.3,36.0825,0.441,,,84.828,179.4395,0.4165,,,,,
,85.4,36.1246,0.4414,,,84.928,179.6517,0.4165,,,,,
,85.5,36.1673,0.4408,,,85.028,179.8632,0.4164,,,,,
,85.6,36.2091,0.441,,,85.128,180.0746,0.4167,,,,,
,85.7,36.2522,0.4411,,,85.228,180.2866,0.4167,,,,,
,85.8,36.2939,0.4409,,,85.328,180.498,0.4166,,,,,
,85.9,36.3367,0.4411,,,85.428,180.7098,0.4168,,,,,
,86,36.3788,0.4411,,,85.528,180.9218,0.4169,,,,,
,86.1,36.4209,0.441,,,85.628,181.1327,0.4166,,,,,
,86.2,36.4636,0.4413,,,85.728,181.3446,0.4169,,,,,
,86.3,36.5053,0.4409,,,85.828,181.5568,0.4167,,,,,
,86.4,36.5483,0.4413,,,85.928,181.7677,0.4168,,,,,
,86.5,36.59,0.4411,,,86.028,181.9794,0.4167,,,,,
,86.6,36.6334,0.4409,,,86.128,182.1917,0.4168,,,,,
,86.7,36.6751,0.4412,,,86.228,182.403,0.4169,,,,,
,86.8,36.7179,0.4411,,,86.328,182.6149,0.417,,,,,
,86.9,36.7599,0.4412,,,86.428,182.8262,0.417,,,,,
,87,36.8019,0.4415,,,86.528,183.0381,0.417,,,,,
,87.1,36.8445,0.4408,,,86.628,183.2501,0.4169,,,,,
,87.2,36.8864,0.441,,,86.728,183.4613,0.4169,,,,,
,87.3,36.9294,0.4412,,,86.828,183.673,0.4172,,,,,
,87.4,36.9711,0.441,,,86.928,183.8853,0.417,,,,,
,87.5,37.0143,0.4414,,,87.028,184.096,0.4169,,,,,
,87.6,37.0562,0.4411,,,87.128,184.3079,0.4167,,,,,
,87.7,37.0986,0.4412,,,87.228,184.5201,0.417,,,,,
,87.8,37.1406,0.4414,,,87.328,184.7313,0.4167,,,,,
,87.9,37.1826,0.4411,,,87.428,184.9428,0.417,,,,,
,88,37.2256,0.4411,,,87.528,185.1549,0.4168,,,,,
,88.1,37.2675,0.4415,,,87.628,185.3663,0.4169,,,,,
,88.2,37.3109,0.4414,,,87.728,185.5781,0.4171,,,,,
,88.3,37.3526,0.4411,,,87.828,185.7897,0.4171,,,,,
,88.4,37.395,0.4414,,,87.928,186.0013,0.417,,,,,
,88.5,37.4371,0.4411,,,88.028,186.2136,0.4169,,,,,
,88.6,37.479,0.4412,,,88.128,186.4247,0.417,,,,,
,88.7,37.5217,0.4412,,,88.228,186.636,0.4169,,,,,
,88.8,37.5635,0.4411,,,88.328,186.8484,0.417,,,,,
,88.9,37.607,0.4415,,,88.428,187.0599,0.4172,,,,,
,89,37.6488,0.4413,,,88.528,187.271,0.4169,,,,,
,89.1,37.6916,0.4415,,,88.628,187.4832,0.4168,,,,,
,89.2,37.7333,0.4413,,,88.728,187.6948,0.417,,,,,
,89.3,37.7757,0.4412,,,88.828,187.9065,0.4171,,,,,
,89.4,37.818,0.4415,,,88.928,188.1181,0.417,,,,,
,89.5,37.86,0.4414,,,89.028,188.3295,0.4169,,,,,
,89.6,37.9031,0.4411,,,89.128,188.5415,0.4171,,,,,
,89.7,37.9449,0.4418,,,89.228,188.7531,0.417,,,,,
,89.8,37.988,0.4414,,,89.328,188.9644,0.4171,,,,,
,89.9,38.0298,0.4414,,,89.428,189.1767,0.4172,,,,,
,90,38.0722,0.4416,,,89.528,189.3883,0.4171,,,,,
,90.1,38.1144,0.4411,,,89.628,189.5994,0.4172,,,,,
,90.2,38.1563,0.4414,,,89.728,189.8116,0.4171,,,,,
,90.3,38.1992,0.4413,,,89.828,190.0232,0.4171,,,,,
,90.4,38.2413,0.4413,,,89.928,190.2345,0.4174,,,,,
,90.5,38.2842,0.4414,,,90.028,190.4465,0.4175,,,,,
,90.6,38.3256,0.441,,,90.128,190.658,0.4174,,,,,
,90.7,38.3688,0.4415,,,90.228,190.8698,0.4172,,,,,
,90.8,38.4108,0.4412,,,90.328,191.0817,0.4171,,,,,
,90.9,38.4532,0.4413,,,90.428,191.2927,0.4173,,,,,
,91,38.4956,0.4418,,,90.528,191.5047,0.4175,,,,,
,91.1,38.5375,0.4414,,,90.628,191.7169,0.4175,,,,,
,91.2,38.5804,0.4415,,,90.728,191.9279,0.4176,,,,,
,91.3,38.6222,0.4416,,,90.828,192.1396,0.4175,,,,,
,91.4,38.6652,0.4414,,,90.928,192.3516,0.4178,,,,,
,91.5,38.707,0.4414,,,91.028,192.563,0.4174,,,,,
,91.6,38.7496,0.4415,,,91.128,192.7747,0.4176,,,,,
,91.7,38.7919,0.4414,,,91.228,192.9864,0.4177,,,,,
,91.8,38.8338,0.4414,,,91.328,193.1982,0.4178,,,,,
,91.9,38.8765,0.4416,,,91.428,193.4101,0.4176,,,,,
,92,38.9182,0.4414,,,91.528,193.621,0.4177,,,,,
,92.1,38.9614,0.4416,,,91.628,193.833,0.4177,,,,,
,92.2,39.0032,0.4413,,,91.728,194.0451,0.4179,,,,,
,92.3,39.0462,0.4416,,,91.828,194.2562,0.4178,,,,,
,92.4,39.0883,0.4416,,,91.928,194.4678,0.4178,,,,,
,92.5,39.1306,0.4412,,,92.028,194.6803,0.418,,,,,
,92.6,39.1729,0.4418,,,92.128,194.8913,0.418,,,,,
,92.7,39.2147,0.4412,,,92.228,195.1028,0.418,,,,,
,92.8,39.2576,0.4417,,,92.328,195.315,0.4179,,,,,
,92.9,39.2995,0.4417,,,92.428,195.5265,0.418,,,,,
,93,39.3425,0.4415,,,92.528,195.7381,0.418,,,,,
,93.1,39.3846,0.4417,,,92.628,195.9497,0.4179,,,,,
,93.2,39.4271,0.4416,,,92.728,196.1611,0.4181,,,,,
,93.3,39.4691,0.4415,,,92.828,196.3733,0.4181,,,,,
,93.4,39.5107,0.4416,,,92.928,196.5847,0.4181,,,,,
,93.5,39.5538,0.4415,,,93.028,196.7961,0.4182,,,,,
,93.6,39.5958,0.4417,,,93.128,197.0084,0.4182,,,,,
,93.7,39.639,0.4418,,,93.228,197.2198,0.418,,,,,
,93.8,39.6807,0.4415,,,93.328,197.4312,0.4181,,,,,
,93.9,39.7237,0.4418,,,93.428,197.6433,0.418,,,,,
,94,39.7654,0.4417,,,93.528,197.8548,0.4181,,,,,
,94.1,39.8076,0.4415,,,93.628,198.0663,0.4181,,,,,
,94.2,39.8501,0.4418,,,93.728,198.2783,0.4181,,,,,
,94.3,39.892,0.4415,,,93.828,198.4895,0.4181,,,,,
,94.4,39.9351,0.4419,,,93.928,198.7018,0.418,,,,,
,94.5,39.9769,0.4416,,,94.028,198.9131,0.418,,,,,
,94.6,40.02,0.4414,,,94.128,199.1244,0.4178,,,,,
,94.7,40.0616,0.4418,,,94.228,199.3365,0.4181,,,,,
,94.8,40.1042,0.4416,,,94.328,199.5482,0.418,,,,,
,94.9,40.1464,0.4414,,,94.428,199.7593,0.4181,,,,,
,95,40.1885,0.4418,,,94.528,199.9715,0.418,,,,,
,95.1,40.2313,0.4415,,,94.628,200.1833,0.418,,,,,
,95.2,40.2732,0.4417,,,94.728,200.3947,0.418,,,,,
,95.3,40.3162,0.442,,,94.828,200.6064,0.4182,,,,,
,95.4,40.358,0.4415,,,94.928,200.8179,0.418,,,,,
,95.5,40.4009,0.442,,,95.028,201.0299,0.4179,,,,,
,95.6,40.4426,0.4417,,,95.128,201.2417,0.4182,,,,,
,95.7,40.4851,0.4421,,,95.228,201.4529,0.418,,,,,
,95.8,40.5274,0.4421,,,95.328,201.6647,0.4183,,,,,
,95.9,40.5695,0.442,,,95.428,201.8768,0.4182,,,,,
,96,40.6123,0.4419,,,95.528,202.0878,0.4182,,,,,
,96.1,40.654,0.442,,,95.628,202.2996,0.418,,,,,
,96.2,40.6971,0.4418,,,95.728,202.5116,0.4182,,,,,
,96.3,40.7391,0.442,,,95.828,202.7231,0.4182,,,,,
,96.4,40.7817,0.4418,,,95.928,202.9348,0.4182,,,,,
,96.5,40.824,0.4418,,,96.028,203.1463,0.418,,,,,
,96.6,40.8657,0.442,,,96.128,203.3581,0.4182,,,,,
,96.7,40.9088,0.4419,,,96.228,203.5698,0.4182,,,,,
,96.8,40.9503,0.4419,,,96.328,203.7812,0.4183,,,,,
,96.9,40.9935,0.4423,,,96.428,203.9931,0.4184,,,,,
,97,41.0353,0.4417,,,96.528,204.2054,0.4185,,,,,
,97.1,41.0782,0.442,,,96.628,204.416,0.4185,,,,,
,97.2,41.1202,0.4418,,,96.728,204.6277,0.4187,,,,,
,97.3,41.1624,0.442,,,96.828,204.8403,0.4186,,,,,
,97.4,41.2049,0.4423,,,96.928,205.0514,0.4187,,,,,
,97.5,41.2465,0.4419,,,97.028,205.2626,0.4186,,,,,
,97.6,41.2895,0.4421,,,97.128,205.4751,0.4186,,,,,
,97.7,41.3315,0.4422,,,97.228,205.6865,0.4187,,,,,
,97.8,41.3749,0.4419,,,97.328,205.8981,0.4189,,,,,
,97.9,41.4166,0.442,,,97.428,206.1096,0.4187,,,,,
,98,41.459,0.4423,,,97.528,206.3213,0.4186,,,,,
,98.1,41.5012,0.4419,,,97.628,206.5334,0.4187,,,,,
,98.2,41.5429,0.4422,,,97.728,206.7447,0.4185,,,,,
,98.3,41.5858,0.4419,,,97.828,206.9562,0.4187,,,,,
,98.4,41.6278,0.4419,,,97.928,207.1684,0.419,,,,,
,98.5,41.6707,0.4423,,,98.028,207.3797,0.4187,,,,,
,98.6,41.7128,0.4419,,,98.128,207.5912,0.4186,,,,,
,98.7,41.7557,0.4419,,,98.228,207.8033,0.4187,,,,,
,98.8,41.7973,0.4422,,,98.328,208.0147,0.4187,,,,,
,98.9,41.8396,0.4418,,,98.428,208.2265,0.4185,,,,,
,99,41.882,0.4422,,,98.528,208.4381,0.4187,,,,,
,99.1,41.9239,0.4421,,,98.628,208.6496,0.4186,,,,,
,99.2,41.9672,0.4421,,,98.728,208.8614,0.4186,,,,,
,99.3,42.0088,0.4422,,,98.828,209.0732,0.4185,,,,,
,99.4,42.052,0.4418,,,98.928,209.2843,0.4185,,,,,
,99.5,42.094,0.4419,,,99.028,209.4967,0.4186,,,,,
,99.6,42.1362,0.4422,,,99.128,209.7083,0.4188,,,,,
,99.7,42.1786,0.4419,,,99.228,209.9194,0.4186,,,,,
,99.8,42.2203,0.4421,,,99.328,210.1315,0.4185,,,,,
,99.9,42.2632,0.4418,,,99.428,210.3434,0.4186,,,,,
,100,42.3051,0.4419,,,99.528,210.5547,0.4186,,,,,
,100.1,42.3483,0.4423,,,99.628,210.7663,0.4186,,,,,
,100.2,42.3898,0.4418,,,99.728,210.9781,0.4185,,,,,
,100.3,42.4326,0.4421,,,99.828,211.19,0.4185,,,,,
,100.4,42.4747,0.4422,,,99.928,211.4015,0.4187,,,,,
,100.5,42.5169,0.4417,,,100.028,211.6127,0.4188,,,,,
,100.6,42.5597,0.4425,,,100.128,211.8247,0.4186,,,,,
,100.7,42.6014,0.4419,,,100.228,212.0367,0.4187,,,,,
,100.8,42.6445,0.442,,,100.328,212.2477,0.4187,,,,,
,100.9,42.6862,0.4422,,,100.428,212.4596,0.4184,,,,,
,101,42.7293,0.4419,,,100.528,212.6717,0.4186,,,,,
,101.1,42.7711,0.442,,,100.628,212.883,0.4186,,,,,
,101.2,42.8136,0.4423,,,100.728,213.0947,0.4186,,,,,
,101.3,42.8557,0.442,,,100.828,213.3065,0.4183,,,,,
,101.4,42.8979,0.4421,,,100.928,213.5181,0.4186,,,,,
,101.5,42.9404,0.4423,,,101.028,213.73,0.4184,,,,,
,101.6,42.9824,0.4422,,,101.128,213.9412,0.4187,,,,,
,101.7,43.0253,0.4424,,,101.228,214.1529,0.4187,,,,,
,101.8,43.0672,0.442,,,101.328,214.3652,0.4186,,,,,
,101.9,43.1102,0.4422,,,101.428,214.576,0.4187,,,,,
,102,43.1523,0.4422,,,101.528,214.7878,0.4183,,,,,
,102.1,43.1943,0.4419,,,101.628,215.0003,0.4184,,,,,
,102.2,43.2369,0.4422,,,101.728,215.2113,0.4186,,,,,
,102.3,43.2787,0.4421,,,101.828,215.4229,0.4186,,,,,
,102.4,43.3218,0.442,,,101.928,215.635,0.4186,,,,,
,102.5,43.3635,0.4424,,,102.028,215.8465,0.4185,,,,,
,102.6,43.4067,0.4421,,,102.128,216.058,0.4185,,,,,
,102.7,43.4485,0.4423,,,102.228,216.2697,0.4183,,,,,
,102.8,43.4911,0.4424,,,102.328,216.4814,0.4187,,,,,
,102.9,43.5331,0.4422,,,102.428,216.6935,0.4186,,,,,
,103,43.575,0.4423,,,102.528,216.9045,0.4188,,,,,
,103.1,43.6175,0.4423,,,102.628,217.1161,0.4186,,,,,
,103.2,43.6597,0.4419,,,102.728,217.3285,0.4185,,,,,
,103.3,43.703,0.4423,,,102.828,217.5396,0.4186,,,,,
,103.4,43.7448,0.4423,,,102.928,217.7511,0.4187,,,,,
,103.5,43.7874,0.4423,,,103.028,217.9634,0.4186,,,,,
,103.6,43.8294,0.4423,,,103.128,218.1748,0.4188,,,,,
,103.7,43.8716,0.442,,,103.228,218.3864,0.4188,,,,,
,103.8,43.9142,0.442,,,103.328,218.5981,0.4187,,,,,
,103.9,43.9561,0.4423,,,103.428,218.8097,0.4188,,,,,
,104,43.9992,0.4421,,,103.528,219.0216,0.4189,,,,,
