Results Table 1,,,,,,,,,,,,,
,Specimen label,Thickness,Width,Length,Rate 1,,,,,,,,
,,(mm),(mm),(mm),(mm/min),,,,,,,,
1,LDPE-1,3.25,14.73,90.8,25.4,,,,,,,,
2,LDPE-5,3.25,14.73,87.88,127,,,,,,,,
3,LDPE-20,3.25,14.73,82.35,508,,,,,,,,
,,,,,,,,,,,,,
Results Table 2,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
1,Time,Displacement,Force,,2,Time,Displacement,Force,,3,Time,Displacement,Force
,(s),(mm),(kN),,,(s),(mm),(kN),,,(s),(mm),(kN)
,0,0,-0.0088,,,0,0,-0.0072,,,0,0,-0.0055
,189.3,80.1094,0.4164,,,,,,,,,,
,189.4,80.1509,0.4165,,,,,,,,,,
,189.5,80.1943,0.4167,,,,,,,,,,
,189.6,80.236,0.4164,,,,,,,,,,
,189.7,80.2786,0.4163,,,,,,,,,,
,189.8,80.3209,0.4165,,,,,,,,,,
,189.9,80.3632,0.4163,,,,,,,,,,
,190,80.4057,0.416,,,,,,,,,,
,190.1,80.4473,0.416,,,,,,,,,,
,190.2,80.4904,0.4159,,,,,,,,,,
,190.3,80.5321,0.4158,,,,,,,,,,
,190.4,80.5752,0.4161,,,,,,,,,,
,190.5,80.6171,0.4155,,,,,,,,,,
,190.6,80.6595,0.4157,,,,,,,,,,
,190.7,80.7017,0.4157,,,,,,,,,,
,190.8,80.7436,0.4155,,,,,,,,,,
,190.9,80.7864,0.4153,,,,,,,,,,
,191,80.8287,0.4154,,,,,,,,,,
,191.1,80.8716,0.4152,,,,,,,,,,
,191.2,80.9136,0.4152,,,,,,,,,,
,191.3,80.9563,0.4151,,,,,,,,,,
,191.4,80.9982,0.415,,,,,,,,,,
,191.5,81.0401,0.4152,,,,,,,,,,
,191.6,81.0827,0.415,,,,,,,,,,
,191.7,81.1245,0.4146,,,,,,,,,,
,191.8,81.1679,0.4147,,,,,,,,,,
,191.9,81.2098,0.4147,,,,,,,,,,
,192,81.2525,0.4144,,,,,,,,,,
,192.1,81.2944,0.4147,,,,,,,,,,
,192.2,81.3365,0.4144,,,,,,,,,,
,192.3,81.3789,0.4144,,,,,,,,,,
,192.4,81.4209,0.4143,,,,,,,,,,
,192.5,81.4641,0.4145,,,,,,,,,,
,192.6,81.506,0.4142,,,,,,,,,,
,192.7,81.5492,0.4145,,,,,,,,,,
,192.8,81.5907,0.4137,,,,,,,,,,
,192.9,81.6332,0.4139,,,,,,,,,,
,193,81.6754,0.4138,,,,,,,,,,
,193.1,81.7174,0.4136,,,,,,,,,,
,193.2,81.7603,0.4138,,,,,,,,,,
,193.3,81.8022,0.4137,,,,,,,,,,
,193.4,81.8452,0.4134,,,,,,,,,,
,193.5,81.8867,0.413,,,,,,,,,,
,193.6,81.9298,0.4134,,,,,,,,,,
,193.7,81.9718,0.4132,,,,,,,,,,
,193.8,82.0141,0.4131,,,,,,,,,,
,193.9,82.0563,0.4131,,,,,,,,,,
,194,82.0986,0.4132,,,,,,,,,,
,194.1,82.1413,0.4129,,,,,,,,,,
,194.2,82.1833,0.413,,,,,,,,,,
,194.3,82.2262,0.4125,,,,,,,,,,
,194.4,82.2681,0.4125,,,,,,,,,,
,194.5,82.3107,0.4127,,,,,,,,,,
,194.6,82.353,0.4123,,,,,,,,,,
,194.7,82.3948,0.4123,,,,,,,,,,
,194.8,82.4375,0.4125,,,,,,,,,,
,194.9,82.4792,0.4122,,,,,,,,,,
,195,82.5224,0.412,,,,,,,,,,
,195.1,82.5642,0.4119,,,,,,,,,,
,195.2,82.6073,0.412,,,,,,,,,,
,195.3,82.6492,0.4119,,,,,,,,,,
,195.4,82.6915,0.4117,,,,,,,,,,
,195.5,82.7339,0.4113,,,,,,,,,,
,195.6,82.7756,0.4112,,,,,,,,,,
,195.7,82.8186,0.4116,,,,,,,,,,
,195.8,82.8605,0.4113,,,,,,,,,,
,195.9,82.9037,0.4112,,,,,,,,,,
,196,82.9455,0.4111,,,,,,,,,,
,196.1,82.988,0.4112,,,,,,,,,,
,196.2,83.03,0.4107,,,,,,,,,,
,196.3,83.072,0.411,,,,,,,,,,
,196.4,83.1147,0.4109,,,,,,,,,,
,196.5,83.1567,0.4104,,,,,,,,,,
,196.6,83.1999,0.4107,,,,,,,,,,
,196.7,83.2415,0.4105,,,,,,,,,,
,196.8,83.2847,0.4104,,,,,,,,,,
,196.9,83.3266,0.4104,,,,,,,,,,
,197,83.3687,0.4103,,,,,,,,,,
,197.1,83.4109,0.4099,,,,,,,,,,
,197.2,83.4531,0.41,,,,,,,,,,
,197.3,83.4961,0.4102,,,,,,,,,,
,197.4,83.5381,0.4096,,,,,,,,,,
,197.5,83.581,0.41,,,,,,,,,,
,197.6,83.6226,0.4097,,,,,,,,,,
,197.7,83.6651,0.4093,,,,,,,,,,
,197.8,83.7074,0.4093,,,,,,,,,,
,197.9,83.7493,0.4094,,,,,,,,,,
,198,83.7924,0.409,,,,,,,,,,
,198.1,83.834,0.4091,,,,,,,,,,
,198.2,83.8773,0.4091,,,,,,,,,,
,198.3,83.919,0.4087,,,,,,,,,,
,198.4,83.962,0.409,,,,,,,,,,
,198.5,84.0037,0.4085,,,,,,,,,,
,198.6,84.0459,0.4086,,,,,,,,,,
,198.7,84.0886,0.4086,,,,,,,,,,
,198.8,84.1304,0.4085,,,,,,,,,,
,198.9,84.1733,0.4079,,,,,,,,,,
,199,84.2151,0.4084,,,,,,,,,,
,199.1,84.2582,0.4081,,,,,,,,,,
,199.2,84.3001,0.4078,,,,,,,,,,
,199.3,84.3426,0.4078,,,,,,,,,,
,199.4,84.3847,0.4079,,,,,,,,,,
,199.5,84.4269,0.4073,,,,,,,,,,
,199.6,84.4697,0.4077,,,,,,,,,,
,199.7,84.5115,0.4075,,,,,,,,,,
,199.8,84.5547,0.4072,,,,,,,,,,
,199.9,84.5961,0.4072,,,,,,,,,,
,200,84.6392,0.4072,,,,,,,,,,
,200.1,84.6813,0.4068,,,,,,,,,,
,200.2,84.7233,0.4068,,,,,,,,,,
,200.3,84.7659,0.4067,,,,,,,,,,
,200.4,84.8075,0.4065,,,,,,,,,,
,200.5,84.8506,0.4065,,,,,,,,,,
,200.6,84.8925,0.4067,,,,,,,,,,
,200.7,84.9358,0.4061,,,,,,,,,,
,200.8,84.9774,0.4062,,,,,,,,,,
,200.9,85.0201,0.4062,,,,,,,,,,
,201,85.0621,0.4057,,,,,,,,,,
,201.1,85.104,0.4059,,,,,,,,,,
,201.2,85.147,0.4059,,,,,,,,,,
,201.3,85.1886,0.4052,,,,,,,,,,
,201.4,85.2321,0.4055,,,,,,,,,,
,201.5,85.2737,0.4055,,,,,,,,,,
,201.6,85.3166,0.4049,,,,,,,,,,
,201.7,85.3584,0.4052,,,,,,,,,,
,201.8,85.4005,0.4051,,,,,,,,,,
,201.9,85.4428,0.4047,,,,,,,,,,
,202,85.4851,0.4047,,,,,,,,,,
,202.1,85.528,0.4048,,,,,,,,,,
,202.2,85.57,0.4042,,,,,,,,,,
,202.3,85.6129,0.4044,,,,,,,,,,
,202.4,85.6548,0.4046,,,,,,,,,,
,202.5,85.6972,0.404,,,,,,,,,,
,202.6,85.7394,0.4039,,,,,,,,,,
,202.7,85.7815,0.4041,,,,,,,,,,
,202.8,85.8244,0.4037,,,,,,,,,,
,202.9,85.8662,0.4038,,,,,,,,,,
,203,85.9093,0.4038,,,,,,,,,,
,203.1,85.951,0.4034,,,,,,,,,,
,203.2,85.9935,0.4034,,,,,,,,,,
,203.3,86.0358,0.4033,,,,,,,,,,
,203.4,86.0779,0.4028,,,,,,,,,,
,203.5,86.1206,0.4028,,,,,,,,,,
,203.6,86.1622,0.4028,,,,,,,,,,
,203.7,86.2055,0.4027,,,,,,,,,,
,203.8,86.247,0.4026,,,,,,,,,,
,203.9,86.2905,0.4025,,,,,,,,,,
,204,86.332,0.4018,,,,,,,,,,
,204.1,86.3748,0.4023,,,,,,,,,,
,204.2,86.4169,0.4022,,,,,,,,,,
,204.3,86.4588,0.402,,,,,,,,,,
,204.4,86.5016,0.4016,,,,,,,,,,
,204.5,86.5433,0.402,,,,,,,,,,
,204.6,86.5863,0.4014,,,,,,,,,,
,204.7,86.6283,0.4014,,,,,,,,,,
,204.8,86.6711,0.4016,,,,,,,,,,
,204.9,86.7132,0.4009,,,,,,,,,,
,205,86.7553,0.4008,,,,,,,,,,
,205.1,86.7977,0.4008,,,,,,,,,,
,205.2,86.8397,0.4006,,,,,,,,,,
,205.3,86.8826,0.4007,,,,,,,,,,
,205.4,86.9245,0.4003,,,,,,,,,,
,205.5,86.9677,0.4002,,,,,,,,,,
,205.6,87.0097,0.4001,,,,,,,,,,
,205.7,87.052,0.4,,,,,,,,,,
,205.8,87.0941,0.4001,,,,,,,,,,
,205.9,87.136,0.3996,,,,,,,,,,
,206,87.1788,0.3998,,,,,,,,,,
,206.1,87.2207,0.3995,,,,,,,,,,
,206.2,87.2641,0.3996,,,,,,,,,,
,206.3,87.3057,0.3992,,,,,,,,,,
,206.4,87.3482,0.3991,,,,,,,,,,
,206.5,87.3905,0.399,,,,,,,,,,
,206.6,87.4325,0.3989,,,,,,,,,,
,206.7,87.4751,0.3987,,,,,,,,,,
,206.8,87.517,0.3988,,,,,,,,,,
,206.9,87.5604,0.3988,,,,,,,,,,
,207,87.602,0.3983,,,,,,,,,,
,207.1,87.6451,0.3981,,,,,,,,,,
,207.2,87.6867,0.398,,,,,,,,,,
,207.3,87.7291,0.3979,,,,,,,,,,
,207.4,87.7713,0.3977,,,,,,,,,,
,207.5,87.8135,0.3978,,,,,,,,,,
,207.6,87.8564,0.3973,,,,,,,,,,
,207.7,87.8981,0.3973,,,,,,,,,,
,207.8,87.941,0.3972,,,,,,,,,,
,207.9,87.983,0.397,,,,,,,,,,
,208,88.0256,0.397,,,,,,,,,,
,208.1,88.0678,0.3971,,,,,,,,,,
,208.2,88.1099,0.3965,,,,,,,,,,
,208.3,88.1527,0.3964,,,,,,,,,,
,208.4,88.1943,0.3968,,,,,,,,,,
,208.5,88.2375,0.3964,,,,,,,,,,
,208.6,88.2791,0.396,,,,,,,,,,
,208.7,88.3222,0.3962,,,,,,,,,,
,208.8,88.3641,0.3957,,,,,,,,,,
,208.9,88.4066,0.3957,,,,,,,,,,
,209,88.4488,0.3957,,,,,,,,,,
,209.1,88.4906,0.3956,,,,,,,,,,
,209.2,88.5336,0.3955,,,,,,,,,,
,209.3,88.5753,0.3953,,,,,,,,,,
,209.4,88.6186,0.3953,,,,,,,,,,
,209.5,88.6604,0.3951,,,,,,,,,,
,209.6,88.703,0.395,,,,,,,,,,
,209.7,88.7454,0.3948,,,,,,,,,,
,209.8,88.7873,0.3947,,,,,,,,,,
,209.9,88.8299,0.3947,,,,,,,,,,
,210,88.8714,0.3945,,,,,,,,,,
,210.1,88.9147,0.3943,,,,,,,,,,
,210.2,88.9565,0.3943,,,,,,,,,,
,210.3,88.9997,0.3945,,,,,,,,,,
,210.4,89.0415,0.3939,,,,,,,,,,
,210.5,89.0839,0.3939,,,,,,,,,,
,210.6,89.1261,0.394,,,,,,,,,,
,210.7,89.168,0.3935,,,,,,,,,,
,210.8,89.2108,0.3938,,,,,,,,,,
,210.9,89.2527,0.3936,,,,,,,,,,
,211,89.296,0.3935,,,,,,,,,,
,211.1,89.3379,0.3931,,,,,,,,,,
,211.2,89.3806,0.3934,,,,,,,,,,
,211.3,89.4225,0.3932,,,,,,,,,,
,211.4,89.4644,0.3927,,,,,,,,,,
,211.5,89.507,0.393,,,,,,,,,,
,211.6,89.5489,0.3928,,,,,,,,,,
,211.7,89.5921,0.3926,,,,,,,,,,
,211.8,89.634,0.3925,,,,,,,,,,
,211.9,89.677,0.3924,,,,,,,,,,
,212,89.7187,0.3924,,,,,,,,,,
,212.1,89.7611,0.3926,,,,,,,,,,
,212.2,89.8034,0.3923,,,,,,,,,,
,212.3,89.8453,0.3917,,,,,,,,,,
,212.4,89.8884,0.3921,,,,,,,,,,
,212.5,89.9303,0.3922,,,,,,,,,,
,212.6,89.9734,0.3917,,,,,,,,,,
,212.7,90.0151,0.3919,,,,,,,,,,
,212.8,90.0576,0.392,,,,,,,,,,
,212.9,90.0997,0.3915,,,,,,,,,,
,213,90.1419,0.3916,,,,,,,,,,
,213.1,90.1846,0.3919,,,,,,,,,,
,213.2,90.2264,0.3914,,,,,,,,,,
,213.3,90.2692,0.3914,,,,,,,,,,
,213.4,90.3111,0.3915,,,,,,,,,,
,213.5,90.3542,0.391,,,,,,,,,,
,213.6,90.3961,0.3912,,,,,,,,,,
,213.7,90.4385,0.3912,,,,,,,,,,
,213.8,90.481,0.3909,,,,,,,,,,
,213.9,90.5229,0.3908,,,,,,,,,,
,214,90.5657,0.391,,,,,,,,,,
,214.1,90.6075,0.3907,,,,,,,,,,
,214.2,90.6505,0.3907,,,,,,,,,,
,214.3,90.6923,0.3907,,,,,,,,,,
,214.4,90.7351,0.3907,,,,,,,,,,
,214.5,90.7772,0.3905,,,,,,,,,,
,214.6,90.8193,0.3907,,,,,,,,,,
,214.7,90.8618,0.3904,,,,,,,,,,
,214.8,90.9036,0.3904,,,,,,,,,,
,214.9,90.9467,0.3903,,,,,,,,,,
,215,90.9884,0.3906,,,,,,,,,,
,215.1,91.0316,0.3903,,,,,,,,,,
,215.2,91.0736,0.3903,,,,,,,,,,
,215.3,91.1161,0.3903,,,,,,,,,,
,215.4,91.1582,0.39,,,,,,,,,,
,215.5,91.1999,0.3902,,,,,,,,,,
,215.6,91.2429,0.3901,,,,,,,,,,
,215.7,91.2847,0.39,,,,,,,,,,
,215.8,91.3279,0.39,,,,,,,,,,
,215.9,91.3698,0.3903,,,,,,,,,,
,216,91.4125,0.3901,,,,,,,,,,
,216.1,91.4543,0.39,,,,,,,,,,
,216.2,91.4964,0.3901,,,,,,,,,,
,216.3,91.5391,0.39,,,,,,,,,,
,216.4,91.5811,0.3901,,,,,,,,,,
,216.5,91.624,0.3902,,,,,,,,,,
,216.6,91.6661,0.3898,,,,,,,,,,
,216.7,91.7091,0.3895,,,,,,,,,,
,216.8,91.7509,0.3901,,,,,,,,,,
,216.9,91.7929,0.3898,,,,,,,,,,
,217,91.8354,0.3897,,,,,,,,,,
,217.1,91.8773,0.39,,,,,,,,,,
,217.2,91.9204,0.3898,,,,,,,,,,
,217.3,91.9623,0.3896,,,,,,,,,,
,217.4,92.0053,0.3896,,,,,,,,,,
,217.5,92.0469,0.3897,,,,,,,,,,
,217.6,92.0897,0.3896,,,,,,,,,,
,217.7,92.1316,0.3898,,,,,,,,,,
,217.8,92.1738,0.3896,,,,,,,,,,
,217.9,92.2165,0.3895,,,,,,,,,,
,218,92.2586,0.3898,,,,,,,,,,
,218.1,92.3015,0.3895,,,,,,,,,,
,218.2,92.3433,0.3893,,,,,,,,,,
,218.3,92.3861,0.3899,,,,,,,,,,
,218.4,92.4282,0.3897,,,,,,,,,,
,218.5,92.4704,0.3894,,,,,,,,,,
,218.6,92.5129,0.3895,,,,,,,,,,
,218.7,92.5547,0.3898,,,,,,,,,,
,218.8,92.5975,0.3895,,,,,,,,,,
,218.9,92.6394,0.3896,,,,,,,,,,
,219,92.6825,0.3897,,,,,,,,,,
,219.1,92.7245,0.3895,,,,,,,,,,
,219.2,92.7671,0.3896,,,,,,,,,,
,219.3,92.8089,0.3894,,,,,,,,,,
,219.4,92.8514,0.3895,,,,,,,,,,
,219.5,92.8939,0.3896,,,,,,,,,,
,219.6,92.9357,0.39,,,,,,,,,,
,219.7,92.9787,0.3897,,,,,,,,,,
,219.8,93.0206,0.3896,,,,,,,,,,
,219.9,93.0637,0.3897,,,,,,,,,,
,220,93.1057,0.3895,,,,,,,,,,
,220.1,93.1478,0.3897,,,,,,,,,,
,220.2,93.1901,0.3899,,,,,,,,,,
,220.3,93.2319,0.3894,,,,,,,,,,
,220.4,93.2749,0.3897,,,,,,,,,,
,220.5,93.3167,0.3896,,,,,,,,,,
,220.6,93.36,0.3895,,,,,,,,,,
,220.7,93.4018,0.3894,,,,,,,,,,
,220.8,93.4446,0.3897,,,,,,,,,,
,220.9,93.4865,0.3899,,,,,,,,,,
,221,93.5285,0.3896,,,,,,,,,,
,221.1,93.571,0.3899,,,,,,,,,,
,221.2,93.613,0.3898,,,,,,,,,,
,221.3,93.6561,0.3897,,,,,,,,,,
,221.4,93.698,0.3898,,,,,,,,,,
,221.5,93.7408,0.3899,,,,,,,,,,
,221.6,93.7828,0.3899,,,,,,,,,,
,221.7,93.8249,0.3898,,,,,,,,,,
,221.8,93.8674,0.39,,,,,,,,,,
,221.9,93.9093,0.3899,,,,,,,,,,
,222,93.9522,0.3899,,,,,,,,,,
,222.1,93.9942,0.3898,,,,,,,,,,
,222.2,94.0376,0.3901,,,,,,,,,,
,222.3,94.0791,0.3901,,,,,,,,,,
,222.4,94.1218,0.39,,,,,,,,,,
,222.5,94.1636,0.3899,,,,,,,,,,
,222.6,94.2059,0.3898,,,,,,,,,,
,222.7,94.2487,0.3904,,,,,,,,,,
,222.8,94.2905,0.3899,,,,,,,,,,
,222.9,94.3334,0.3897,,,,,,,,,,
,223,94.3752,0.3902,,,,,,,,,,
,223.1,94.4182,0.3901,,,,,,,,,,
,223.2,94.4601,0.3899,,,,,,,,,,
,223.3,94.5024,0.3902,,,,,,,,,,
,223.4,94.5448,0.39,,,,,,,,,,
,223.5,94.5868,0.3901,,,,,,,,,,
,223.6,94.6297,0.3903,,,,,,,,,,
,223.7,94.6715,0.3904,,,,,,,,,,
,223.8,94.7147,0.3902,,,,,,,,,,
,223.9,94.7564,0.3902,,,,,,,,,,
,224,94.799,0.3905,,,,,,,,,,
,224.1,94.8413,0.3903,,,,,,,,,,
,224.2,94.8832,0.3905,,,,,,,,,,
,224.3,94.9257,0.3905,,,,,,,,,,
,224.4,94.9675,0.3902,,,,,,,,,,
,224.5,95.0108,0.3903,,,,,,,,,,
,224.6,95.0526,0.3904,,,,,,,,,,
,224.7,95.0955,0.3904,,,,,,,,,,
,224.8,95.1375,0.3903,,,,,,,,,,
,224.9,95.1799,0.3906,,,,,,,,,,
,225,95.2221,0.3904,,,,,,,,,,
,225.1,95.2639,0.3906,,,,,,,,,,
,225.2,95.307,0.3907,,,,,,,,,,
,225.3,95.3487,0.3904,,,,,,,,,,
,225.4,95.3922,0.3907,,,,,,,,,,
,225.5,95.4339,0.3905,,,,,,,,,,
,225.6,95.4764,0.3906,,,,,,,,,,
,225.7,95.5184,0.3904,,,,,,,,,,
,225.8,95.5602,0.3907,,,,,,,,,,
,225.9,95.603,0.3907,,,,,,,,,,
,226,95.6452,0.3905,,,,,,,,,,
,226.1,95.6882,0.391,,,,,,,,,,
,226.2,95.7298,0.3909,,,,,,,,,,
,226.3,95.773,0.3907,,,,,,,,,,
,226.4,95.8147,0.3908,,,,,,,,,,
,226.5,95.8571,0.3907,,,,,,,,,,
,226.6,95.8995,0.3906,,,,,,,,,,
,226.7,95.9414,0.3912,,,,,,,,,,
,226.8,95.9845,0.391,,,,,,,,,,
,226.9,96.0264,0.391,,,,,,,,,,
,227,96.0693,0.3909,,,,,,,,,,
,227.1,96.111,0.3908,,,,,,,,,,
,227.2,96.1534,0.3907,,,,,,,,,,
,227.3,96.1957,0.3909,,,,,,,,,,
,227.4,96.2377,0.3913,,,,,,,,,,
,227.5,96.2806,0.3911,,,,,,,,,,
,227.6,96.3223,0.3911,,,,,,,,,,
,227.7,96.3655,0.3913,,,,,,,,,,
,227.8,96.4072,0.3912,,,,,,,,,,
,227.9,96.4502,0.3912,,,,,,,,,,
,228,96.4921,0.3912,,,,,,,,,,
,228.1,96.5346,0.3912,,,,,,,,,,
,228.2,96.577,0.3912,,,,,,,,,,
,228.3,96.6188,0.3917,,,,,,,,,,
,228.4,96.6616,0.3913,,,,,,,,,,
,228.5,96.7034,0.3912,,,,,,,,,,
,228.6,96.7464,0.3916,,,,,,,,,,
,228.7,96.7885,0.3914,,,,,,,,,,
,228.8,96.831,0.3914,,,,,,,,,,
,228.9,96.8732,0.3917,,,,,,,,,,
,229,96.9149,0.3915,,,,,,,,,,
,229.1,96.9579,0.3914,,,,,,,,,,
,229.2,96.9997,0.3915,,,,,,,,,,
,229.3,97.0429,0.3917,,,,,,,,,,
,229.4,97.0845,0.3913,,,,,,,,,,
,229.5,97.1277,0.3917,,,,,,,,,,
,229.6,97.1696,0.3914,,,,,,,,,,
,229.7,97.2119,0.3917,,,,,,,,,,
,229.8,97.254,0.3918,,,,,,,,,,
,229.9,97.2959,0.3917,,,,,,,,,,
,230,97.339,0.3915,,,,,,,,,,
,230.1,97.3807,0.3917,,,,,,,,,,
,230.2,97.424,0.392,,,,,,,,,,
,230.3,97.4657,0.3917,,,,,,,,,,
,230.4,97.5084,0.3919,,,,,,,,,,
,230.5,97.5504,0.3921,,,,,,,,,,
,230.6,97.5924,0.3918,,,,,,,,,,
,230.7,97.6351,0.3923,,,,,,,,,,
,230.8,97.6769,0.3921,,,,,,,,,,
,230.9,97.7204,0.3921,,,,,,,,,,
,231,97.7621,0.392,,,,,,,,,,
,231.1,97.8051,0.3924,,,,,,,,,,
,231.2,97.8466,0.3921,,,,,,,,,,
,231.3,97.889,0.3923,,,,,,,,,,
,231.4,97.9313,0.3922,,,,,,,,,,
,231.5,97.9734,0.392,,,,,,,,,,
,231.6,98.0164,0.3923,,,,,,,,,,
,231.7,98.058,0.3923,,,,,,,,,,
,231.8,98.1013,0.3922,,,,,,,,,,
,231.9,98.1432,0.3923,,,,,,,,,,
,232,98.1855,0.3926,,,,,,,,,,
,232.1,98.2279,0.3922,,,,,,,,,,
,232.2,98.2696,0.3924,,,,,,,,,,
,232.3,98.3129,0.3928,,,,,,,,,,
,232.4,98.3545,0.3925,,,,,,,,,,
,232.5,98.3976,0.3926,,,,,,,,,,
,232.6,98.4391,0.3926,,,,,,,,,,
,232.7,98.4821,0.3923,,,,,,,,,,
,232.8,98.5241,0.3923,,,,,,,,,,
,232.9,98.5663,0.3929,,,,,,,,,,
,233,98.6089,0.3925,,,,,,,,,,
,233.1,98.6506,0.3926,,,,,,,,,,
,233.2,98.6937,0.393,,,,,,,,,,
,233.3,98.7353,0.3925,,,,,,,,,,
,233.4,98.7787,0.3927,,,,,,,,,,
,233.5,98.8203,0.3929,,,,,,,,,,
,233.6,98.863,0.3928,,,,,,,,,,
,233.7,98.9055,0.3929,,,,,,,,,,
,233.8,98.9471,0.3932,,,,,,,,,,
,233.9,98.99,0.3929,,,,,,,,,,
,234,99.0316,0.3927,,,,,,,,,,
,234.1,99.0746,0.3933,,,,,,,,,,
,234.2,99.1167,0.3928,,,,,,,,,,
,234.3,99.1595,0.393,,,,,,,,,,
,234.4,99.2014,0.3933,,,,,,,,,,
,234.5,99.2438,0.393,,,,,,,,,,
,234.6,99.286,0.3929,,,,,,,,,,
,234.7,99.3279,0.3931,,,,,,,,,,
,234.8,99.371,0.3932,,,,,,,,,,
,234.9,99.4127,0.3932,,,,,,,,,,
,235,99.456,0.3933,,,,,,,,,,
,235.1,99.4982,0.3934,,,,,,,,,,
,235.2,99.5403,0.3931,,,,,,,,,,
,235.3,99.5826,0.3935,,,,,,,,,,
,235.4,99.6243,0.3931,,,,,,,,,,
,235.5,99.667,0.3934,,,,,,,,,,
,235.6,99.7091,0.3936,,,,,,,,,,
,235.7,99.7523,0.3934,,,,,,,,,,
,235.8,99.794,0.3934,,,,,,,,,,
,235.9,99.8369,0.3935,,,,,,,,,,
,236,99.8788,0.3935,,,,,,,,,,
,236.1,99.9209,0.3936,,,,,,,,,,
,236.2,99.9634,0.3938,,,,,,,,,,
,236.3,100.0053,0.3938,,,,,,,,,,
,236.4,100.0485,0.3935,,,,,,,,,,
,236.5,100.0903,0.3939,,,,,,,,,,
,236.6,100.1335,0.3937,,,,,,,,,,
,236.7,100.1751,0.3936,,,,,,,,,,
,236.8,100.2174,0.394,,,,,,,,,,
,236.9,100.2597,0.3939,,,,,,,,,,
,237,100.3017,0.3937,,,,,,,,,,
,237.1,100.3446,0.3941,,,,,,,,,,
,237.2,100.3865,0.3938,,,,,,,,,,
,237.3,100.4294,0.3937,,,,,,,,,,
,237.4,100.4713,0.394,,,,,,,,,,
,237.5,100.514,0.394,,,,,,,,,,
,237.6,100.5561,0.3939,,,,,,,,,,
,237.7,100.5983,0.3942,,,,,,,,,,
,237.8,100.641,0.394,,,,,,,,,,
,237.9,100.6829,0.3942,,,,,,,,,,
,238,100.7258,0.3942,,,,,,,,,,
,238.1,100.7674,0.3942,,,,,,,,,,
,238.2,100.8105,0.3942,,,,,,,,,,
,238.3,100.8525,0.3942,,,,,,,,,,
,238.4,100.895,0.3943,,,,,,,,,,
,238.5,100.9372,0.3943,,,,,,,,,,
,238.6,100.9791,0.3944,,,,,,,,,,
,238.7,101.0217,0.3942,,,,,,,,,,
,238.8,101.0636,0.3944,,,,,,,,,,
,238.9,101.1069,0.3946,,,,,,,,,,
,239,101.1486,0.3945,,,,,,,,,,
,239.1,101.1913,0.3944,,,,,,,,,,
,239.2,101.2337,0.3948,,,,,,,,,,
,239.3,101.2757,0.3945,,,,,,,,,,
,239.4,101.3183,0.3945,,,,,,,,,,
,239.5,101.36,0.3947,,,,,,,,,,
,239.6,101.4031,0.3946,,,,,,,,,,
,239.7,101.4449,0.3944,,,,,,,,,,
,239.8,101.4881,0.395,,,,,,,,,,
,239.9,101.5299,0.3947,,,,,,,,,,
,240,101.5722,0.3945,,,,,,,,,,
,240.1,101.6144,0.3947,,,,,,,,,,
,240.2,101.6563,0.3948,,,,,,,,,,
,240.3,101.699,0.3948,,,,,,,,,,
,240.4,101.741,0.3951,,,,,,,,,,
,240.5,101.7841,0.3949,,,,,,,,,,
,240.6,101.8262,0.3947,,,,,,,,,,
,240.7,101.8691,0.395,,,,,,,,,,
,240.8,101.9109,0.3951,,,,,,,,,,
,240.9,101.9527,0.395,,,,,,,,,,
,241,101.9954,0.395,,,,,,,,,,
,241.1,102.0373,0.3953,,,,,,,,,,
,241.2,102.0805,0.3951,,,,,,,,,,
,241.3,102.1223,0.3954,,,,,,,,,,
,241.4,102.1653,0.3951,,,,,,,,,,
,241.5,102.2071,0.3953,,,,,,,,,,
,241.6,102.2495,0.3953,,,,,,,,,,
,241.7,102.2916,0.3954,,,,,,,,,,
,241.8,102.3338,0.3953,,,,,,,,,,
,241.9,102.3763,0.3953,,,,,,,,,,
,242,102.4186,0.3957,,,,,,,,,,
,242.1,102.4617,0.3953,,,,,,,,,,
,242.2,102.5035,0.3954,,,,,,,,,,
,242.3,102.5457,0.3956,,,,,,,,,,
,242.4,102.5883,0.3955,,,,,,,,,,
,242.5,102.6302,0.3956,,,,,,,,,,
,242.6,102.6728,0.3957,,,,,,,,,,
,242.7,102.7149,0.3955,,,,,,,,,,
,242.8,102.7576,0.3957,,,,,,,,,,
,242.9,102.7995,0.396,,,,,,,,,,
,243,102.8425,0.3956,,,,,,,,,,
,243.1,102.8844,0.3955,,,,,,,,,,
,243.2,102.9268,0.3959,,,,,,,,,,
,243.3,102.9693,0.3957,,,,,,,,,,
,243.4,103.0112,0.3958,,,,,,,,,,
,243.5,103.0539,0.3961,,,,,,,,,,
,243.6,103.0958,0.3959,,,,,,,,,,
,243.7,103.1387,0.396,,,,,,,,,,
,243.8,103.1807,0.3959,,,,,,,,,,
,243.9,103.2236,0.396,,,,,,,,,,
,244,103.2655,0.3958,,,,,,,,,,
,244.1,103.3076,0.3961,,,,,,,,,,
,244.2,103.3502,0.3958,,,,,,,,,,
,244.3,103.3918,0.3959,,,,,,,,,,
,244.4,103.435,0.3961,,,,,,,,,,
,244.5,103.4768,0.3959,,,,,,,,,,
,244.6,103.5198,0.3958,,,,,,,,,,
,244.7,103.5617,0.3962,,,,,,,,,,
