Results Table 1,,,,,,,,,,,,,,,,,,
,Specimen label,Thickness,Width,Length,Rate 1,,,,,,,,,,,,,
,,(mm),(mm),(mm),(mm/min),,,,,,,,,,,,,
1,PMMA-RT-.1,3.43,12.57,91.44,2.54,,,,,,,,,,,,,
2,PMMA-RT-1.0,3.28,12.45,91.01,25.4,,,,,,,,,,,,,
3,PMMA-50-.1,3.28,12.6,92.71,2.54,,,,,,,,,,,,,
4,PMMA-50-1.0,3.2,12.62,87.86,25.4,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Results Table 2,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
1,Time,Displacement,Force,,2,Time,Displacement,Force,,3,Time,Displacement,Force,,4,Time,Displacement,Force
,(s),(mm),(kN),,,(s),(mm),(kN),,,(s),(mm),(kN),,,(s),(mm),(kN)
,,,,,,,,,,,182.6,7.7252,1.0877,,,,,
,,,,,,,,,,,182.7,7.7294,1.0878,,,,,
,,,,,,,,,,,182.8,7.7338,1.0882,,,,,
,,,,,,,,,,,182.9,7.738,1.0882,,,,,
,,,,,,,,,,,183,7.7421,1.0879,,,,,
,,,,,,,,,,,183.1,7.7465,1.0883,,,,,
,,,,,,,,,,,183.2,7.7506,1.0882,,,,,
,,,,,,,,,,,183.3,7.7548,1.0882,,,,,
,,,,,,,,,,,183.4,7.7587,1.088,,,,,
,,,,,,,,,,,183.5,7.7636,1.0883,,,,,
,,,,,,,,,,,183.6,7.7672,1.0873,,,,,
,,,,,,,,,,,183.7,7.7719,1.0877,,,,,
,,,,,,,,,,,183.8,7.7757,1.0873,,,,,
,,,,,,,,,,,183.9,7.7805,1.0873,,,,,
,,,,,,,,,,,184,7.7843,1.0866,,,,,
,,,,,,,,,,,184.1,7.7892,1.0863,,,,,
,,,,,,,,,,,184.2,7.7926,1.0852,,,,,
,,,,,,,,,,,184.3,7.7978,1.0857,,,,,
,,,,,,,,,,,184.4,7.8012,1.0847,,,,,
,,,,,,,,,,,184.5,7.8059,1.0847,,,,,
,,,,,,,,,,,184.6,7.8096,1.0844,,,,,
,,,,,,,,,,,184.7,7.8144,1.0845,,,,,
,,,,,,,,,,,184.8,7.818,1.0842,,,,,
,,,,,,,,,,,184.9,7.8228,1.0844,,,,,
,,,,,,,,,,,185,7.8265,1.0838,,,,,
,,,,,,,,,,,185.1,7.8315,1.0839,,,,,
,,,,,,,,,,,185.2,7.8353,1.0835,,,,,
,,,,,,,,,,,185.3,7.8397,1.0831,,,,,
,,,,,,,,,,,185.4,7.8436,1.0829,,,,,
,,,,,,,,,,,185.5,7.8482,1.0826,,,,,
,,,,,,,,,,,185.6,7.852,1.0826,,,,,
,,,,,,,,,,,185.7,7.8566,1.0824,,,,,
,,,,,,,,,,,185.8,7.8605,1.0824,,,,,
,,,,,,,,,,,185.9,7.865,1.0824,,,,,
,,,,,,,,,,,186,7.8689,1.0821,,,,,
,,,,,,,,,,,186.1,7.8735,1.0822,,,,,
,,,,,,,,,,,186.2,7.8776,1.0824,,,,,
,,,,,,,,,,,186.3,7.8822,1.0823,,,,,
,,,,,,,,,,,186.4,7.8861,1.082,,,,,
,,,,,,,,,,,186.5,7.8906,1.0823,,,,,
,,,,,,,,,,,186.6,7.8945,1.0819,,,,,
,,,,,,,,,,,186.7,7.899,1.0822,,,,,
,,,,,,,,,,,186.8,7.9029,1.0817,,,,,
,,,,,,,,,,,186.9,7.9075,1.082,,,,,
,,,,,,,,,,,187,7.9112,1.0815,,,,,
,,,,,,,,,,,187.1,7.9159,1.0813,,,,,
,,,,,,,,,,,187.2,7.9196,1.0804,,,,,
,,,,,,,,,,,187.3,7.9245,1.0805,,,,,
,,,,,,,,,,,187.4,7.9283,1.0799,,,,,
,,,,,,,,,,,187.5,7.933,1.0796,,,,,
,,,,,,,,,,,187.6,7.9365,1.0791,,,,,
,,,,,,,,,,,187.7,7.9415,1.079,,,,,
,,,,,,,,,,,187.8,7.9449,1.0778,,,,,
,,,,,,,,,,,187.9,7.9499,1.0779,,,,,
,,,,,,,,,,,188,7.9534,1.0773,,,,,
,,,,,,,,,,,188.1,7.9584,1.0782,,,,,
,,,,,,,,,,,188.2,7.9619,1.0766,,,,,
,,,,,,,,,,,188.3,7.9667,1.0772,,,,,
,,,,,,,,,,,188.4,7.9704,1.0765,,,,,
,,,,,,,,,,,188.5,7.9755,1.0766,,,,,
,,,,,,,,,,,188.6,7.9789,1.0757,,,,,
,,,,,,,,,,,188.7,7.9838,1.0762,,,,,
,,,,,,,,,,,188.8,7.9875,1.0755,,,,,
,,,,,,,,,,,188.9,7.9924,1.0759,,,,,
,,,,,,,,,,,189,7.996,1.0751,,,,,
,,,,,,,,,,,189.1,8.0006,1.0754,,,,,
,,,,,,,,,,,189.2,8.0044,1.0746,,,,,
,,,,,,,,,,,189.3,8.0089,1.0749,,,,,
,,,,,,,,,,,189.4,8.0128,1.0745,,,,,
,,,,,,,,,,,189.5,8.0173,1.0744,,,,,
,,,,,,,,,,,189.6,8.0216,1.0741,,,,,
,,,,,,,,,,,189.7,8.026,1.0744,,,,,
,,,,,,,,,,,189.8,8.0299,1.0742,,,,,
,,,,,,,,,,,189.9,8.0342,1.0743,,,,,
,,,,,,,,,,,190,8.0385,1.0744,,,,,
,,,,,,,,,,,190.1,8.0427,1.0745,,,,,
,,,,,,,,,,,190.2,8.0468,1.0738,,,,,
,,,,,,,,,,,190.3,8.0511,1.0741,,,,,
,,,,,,,,,,,190.4,8.0553,1.0737,,,,,
,,,,,,,,,,,190.5,8.0594,1.0737,,,,,
,,,,,,,,,,,190.6,8.0638,1.0735,,,,,
,,,,,,,,,,,190.7,8.0681,1.0734,,,,,
,,,,,,,,,,,190.8,8.0724,1.0735,,,,,
,,,,,,,,,,,190.9,8.0768,1.0733,,,,,
,,,,,,,,,,,191,8.0807,1.0733,,,,,
,,,,,,,,,,,191.1,8.0853,1.0732,,,,,
,,,,,,,,,,,191.2,8.0894,1.0729,,,,,
,,,,,,,,,,,191.3,8.0937,1.073,,,,,
,,,,,,,,,,,191.4,8.0976,1.0726,,,,,
,,,,,,,,,,,191.5,8.102,1.0725,,,,,
,,,,,,,,,,,191.6,8.1059,1.0722,,,,,
,,,,,,,,,,,191.7,8.1105,1.0723,,,,,
,,,,,,,,,,,191.8,8.1144,1.0721,,,,,
,,,,,,,,,,,191.9,8.1192,1.0729,,,,,
,,,,,,,,,,,192,8.1232,1.0723,,,,,
,,,,,,,,,,,192.1,8.1275,1.0725,,,,,
,,,,,,,,,,,192.2,8.1314,1.0723,,,,,
,,,,,,,,,,,192.3,8.1361,1.0724,,,,,
,,,,,,,,,,,192.4,8.1398,1.0722,,,,,
,,,,,,,,,,,192.5,8.1444,1.0726,,,,,
,,,,,,,,,,,192.6,8.1484,1.072,,,,,
,,,,,,,,,,,192.7,8.1527,1.0723,,,,,
,,,,,,,,,,,192.8,8.1569,1.0723,,,,,
,,,,,,,,,,,192.9,8.1612,1.0723,,,,,
,,,,,,,,,,,193,8.1655,1.0724,,,,,
,,,,,,,,,,,193.1,8.1699,1.0727,,,,,
,,,,,,,,,,,193.2,8.174,1.0726,,,,,
,,,,,,,,,,,193.3,8.1782,1.0721,,,,,
,,,,,,,,,,,193.4,8.1828,1.072,,,,,
,,,,,,,,,,,193.5,8.1866,1.0721,,,,,
,,,,,,,,,,,193.6,8.1911,1.0719,,,,,
,,,,,,,,,,,193.7,8.195,1.0717,,,,,
,,,,,,,,,,,193.8,8.1994,1.0718,,,,,
,,,,,,,,,,,193.9,8.2033,1.0718,,,,,
,,,,,,,,,,,194,8.2079,1.0719,,,,,
,,,,,,,,,,,194.1,8.2116,1.0718,,,,,
,,,,,,,,,,,194.2,8.2169,1.0722,,,,,
,,,,,,,,,,,194.3,8.2203,1.0713,,,,,
,,,,,,,,,,,194.4,8.225,1.0713,,,,,
,,,,,,,,,,,194.5,8.2287,1.071,,,,,
,,,,,,,,,,,194.6,8.2335,1.071,,,,,
,,,,,,,,,,,194.7,8.2371,1.0704,,,,,
,,,,,,,,,,,194.8,8.2419,1.0708,,,,,
,,,,,,,,,,,194.9,8.2455,1.0699,,,,,
,,,,,,,,,,,195,8.2503,1.0704,,,,,
,,,,,,,,,,,195.1,8.254,1.0703,,,,,
,,,,,,,,,,,195.2,8.2586,1.0702,,,,,
,,,,,,,,,,,195.3,8.2627,1.0702,,,,,
,,,,,,,,,,,195.4,8.2674,1.0702,,,,,
,,,,,,,,,,,195.5,8.2713,1.0702,,,,,
,,,,,,,,,,,195.6,8.2758,1.0704,,,,,
,,,,,,,,,,,195.7,8.2798,1.0704,,,,,
,,,,,,,,,,,195.8,8.2842,1.0702,,,,,
,,,,,,,,,,,195.9,8.2883,1.07,,,,,
,,,,,,,,,,,196,8.2925,1.0697,,,,,
,,,,,,,,,,,196.1,8.2966,1.0697,,,,,
,,,,,,,,,,,196.2,8.3009,1.0702,,,,,
,,,,,,,,,,,196.3,8.3049,1.0708,,,,,
,,,,,,,,,,,196.4,8.3095,1.0709,,,,,
,,,,,,,,,,,196.5,8.3138,1.071,,,,,
,,,,,,,,,,,196.6,8.318,1.0713,,,,,
,,,,,,,,,,,196.7,8.322,1.0717,,,,,
,,,,,,,,,,,196.8,8.3265,1.072,,,,,
,,,,,,,,,,,196.9,8.3304,1.0717,,,,,
,,,,,,,,,,,197,8.335,1.0727,,,,,
,,,,,,,,,,,197.1,8.3388,1.0724,,,,,
,,,,,,,,,,,197.2,8.3434,1.0729,,,,,
,,,,,,,,,,,197.3,8.3472,1.0724,,,,,
,,,,,,,,,,,197.4,8.3519,1.0729,,,,,
,,,,,,,,,,,197.5,8.3555,1.0723,,,,,
,,,,,,,,,,,197.6,8.3607,1.0732,,,,,
,,,,,,,,,,,197.7,8.3643,1.0727,,,,,
,,,,,,,,,,,197.8,8.3692,1.0734,,,,,
,,,,,,,,,,,197.9,8.3726,1.0727,,,,,
,,,,,,,,,,,198,8.3778,1.0734,,,,,
,,,,,,,,,,,198.1,8.3811,1.0724,,,,,
,,,,,,,,,,,198.2,8.3862,1.0727,,,,,
,,,,,,,,,,,198.3,8.3893,1.0718,,,,,
,,,,,,,,,,,198.4,8.3944,1.0721,,,,,
,,,,,,,,,,,198.5,8.3978,1.0718,,,,,
,,,,,,,,,,,198.6,8.4028,1.0726,,,,,
,,,,,,,,,,,198.7,8.4064,1.072,,,,,
,,,,,,,,,,,198.8,8.4117,1.073,,,,,
,,,,,,,,,,,198.9,8.4149,1.0726,,,,,
,,,,,,,,,,,199,8.4199,1.073,,,,,
,,,,,,,,,,,199.1,8.4234,1.0725,,,,,
,,,,,,,,,,,199.2,8.4282,1.073,,,,,
,,,,,,,,,,,199.3,8.4319,1.0729,,,,,
,,,,,,,,,,,199.4,8.4367,1.0733,,,,,
,,,,,,,,,,,199.5,8.4403,1.0735,,,,,
,,,,,,,,,,,199.6,8.445,1.0743,,,,,
,,,,,,,,,,,199.7,8.4488,1.0742,,,,,
,,,,,,,,,,,199.8,8.4535,1.0754,,,,,
,,,,,,,,,,,199.9,8.4576,1.0753,,,,,
,,,,,,,,,,,200,8.4621,1.0753,,,,,
,,,,,,,,,,,200.1,8.4659,1.075,,,,,
,,,,,,,,,,,200.2,8.4705,1.0755,,,,,
,,,,,,,,,,,200.3,8.4746,1.0756,,,,,
,,,,,,,,,,,200.4,8.479,1.0761,,,,,
,,,,,,,,,,,200.5,8.4829,1.0763,,,,,
,,,,,,,,,,,200.6,8.4872,1.0767,,,,,
,,,,,,,,,,,200.7,8.4913,1.0771,,,,,
,,,,,,,,,,,200.8,8.4956,1.0778,,,,,
,,,,,,,,,,,200.9,8.4996,1.0773,,,,,
,,,,,,,,,,,201,8.5044,1.0785,,,,,
,,,,,,,,,,,201.1,8.5084,1.079,,,,,
,,,,,,,,,,,201.2,8.5128,1.0801,,,,,
,,,,,,,,,,,201.3,8.5166,1.08,,,,,
,,,,,,,,,,,201.4,8.5213,1.0813,,,,,
,,,,,,,,,,,201.5,8.5251,1.0808,,,,,
,,,,,,,,,,,201.6,8.5298,1.0816,,,,,
,,,,,,,,,,,201.7,8.5334,1.0814,,,,,
,,,,,,,,,,,201.8,8.5381,1.0824,,,,,
,,,,,,,,,,,201.9,8.5419,1.0823,,,,,
,,,,,,,,,,,202,8.5466,1.0831,,,,,
,,,,,,,,,,,202.1,8.5505,1.0836,,,,,
,,,,,,,,,,,202.2,8.5553,1.0841,,,,,
,,,,,,,,,,,202.3,8.5589,1.0829,,,,,
,,,,,,,,,,,202.4,8.5638,1.084,,,,,
,,,,,,,,,,,202.5,8.5675,1.0834,,,,,
,,,,,,,,,,,202.6,8.5722,1.0837,,,,,
,,,,,,,,,,,202.7,8.5761,1.0837,,,,,
,,,,,,,,,,,202.8,8.5805,1.0842,,,,,
,,,,,,,,,,,202.9,8.5844,1.0841,,,,,
,,,,,,,,,,,203,8.5889,1.0844,,,,,
,,,,,,,,,,,203.1,8.5928,1.0841,,,,,
,,,,,,,,,,,203.2,8.5973,1.084,,,,,
,,,,,,,,,,,203.3,8.6016,1.084,,,,,
,,,,,,,,,,,203.4,8.6058,1.0841,,,,,
,,,,,,,,,,,203.5,8.6101,1.0846,,,,,
,,,,,,,,,,,203.6,8.6141,1.0845,,,,,
,,,,,,,,,,,203.7,8.6185,1.0842,,,,,
,,,,,,,,,,,203.8,8.6227,1.0839,,,,,
,,,,,,,,,,,203.9,8.627,1.0831,,,,,
,,,,,,,,,,,204,8.6308,1.0823,,,,,
,,,,,,,,,,,204.1,8.6355,1.0829,,,,,
,,,,,,,,,,,204.2,8.6393,1.0823,,,,,
,,,,,,,,,,,204.3,8.644,1.0824,,,,,
,,,,,,,,,,,204.4,8.6478,1.0812,,,,,
,,,,,,,,,,,204.5,8.6526,1.0813,,,,,
,,,,,,,,,,,204.6,8.6564,1.0799,,,,,
,,,,,,,,,,,204.7,8.661,1.0799,,,,,
,,,,,,,,,,,204.8,8.6648,1.079,,,,,
,,,,,,,,,,,204.9,8.6696,1.0792,,,,,
,,,,,,,,,,,205,8.6735,1.0782,,,,,
,,,,,,,,,,,205.1,8.6778,1.0775,,,,,
,,,,,,,,,,,205.2,8.6817,1.0766,,,,,
,,,,,,,,,,,205.3,8.6862,1.0759,,,,,
,,,,,,,,,,,205.4,8.6901,1.0752,,,,,
,,,,,,,,,,,205.5,8.6948,1.0751,,,,,
,,,,,,,,,,,205.6,8.6988,1.0742,,,,,
,,,,,,,,,,,205.7,8.7032,1.0732,,,,,
,,,,,,,,,,,205.8,8.7074,1.0733,,,,,
,,,,,,,,,,,205.9,8.7116,1.0719,,,,,
,,,,,,,,,,,206,8.7158,1.0716,,,,,
,,,,,,,,,,,206.1,8.7201,1.0718,,,,,
,,,,,,,,,,,206.2,8.7242,1.0716,,,,,
,,,,,,,,,,,206.3,8.7285,1.0713,,,,,
,,,,,,,,,,,206.4,8.7326,1.0714,,,,,
,,,,,,,,,,,206.5,8.7369,1.0711,,,,,
,,,,,,,,,,,206.6,8.7411,1.0706,,,,,
,,,,,,,,,,,206.7,8.7455,1.0709,,,,,
,,,,,,,,,,,206.8,8.7497,1.0713,,,,,
,,,,,,,,,,,206.9,8.7541,1.0714,,,,,
,,,,,,,,,,,207,8.7581,1.0715,,,,,
,,,,,,,,,,,207.1,8.7627,1.0719,,,,,
,,,,,,,,,,,207.2,8.7667,1.0712,,,,,
,,,,,,,,,,,207.3,8.771,1.0716,,,,,
,,,,,,,,,,,207.4,8.7749,1.0718,,,,,
,,,,,,,,,,,207.5,8.7795,1.0717,,,,,
,,,,,,,,,,,207.6,8.7832,1.0715,,,,,
,,,,,,,,,,,207.7,8.7879,1.0718,,,,,
,,,,,,,,,,,207.8,8.7916,1.0711,,,,,
,,,,,,,,,,,207.9,8.7966,1.0713,,,,,
,,,,,,,,,,,208,8.8004,1.0708,,,,,
,,,,,,,,,,,208.1,8.8051,1.0711,,,,,
,,,,,,,,,,,208.2,8.8086,1.0703,,,,,
,,,,,,,,,,,208.3,8.8137,1.0707,,,,,
,,,,,,,,,,,208.4,8.8171,1.07,,,,,
,,,,,,,,,,,208.5,8.8219,1.07,,,,,
,,,,,,,,,,,208.6,8.8254,1.0689,,,,,
,,,,,,,,,,,208.7,8.8304,1.0693,,,,,
,,,,,,,,,,,208.8,8.8339,1.0688,,,,,
,,,,,,,,,,,208.9,8.8388,1.0694,,,,,
,,,,,,,,,,,209,8.8425,1.0692,,,,,
,,,,,,,,,,,209.1,8.8474,1.0694,,,,,
,,,,,,,,,,,209.2,8.8511,1.0684,,,,,
,,,,,,,,,,,209.3,8.8558,1.0688,,,,,
,,,,,,,,,,,209.4,8.8596,1.068,,,,,
,,,,,,,,,,,209.5,8.8643,1.0688,,,,,
,,,,,,,,,,,209.6,8.8681,1.0682,,,,,
,,,,,,,,,,,209.7,8.8726,1.0685,,,,,
,,,,,,,,,,,209.8,8.8764,1.0682,,,,,
,,,,,,,,,,,209.9,8.8808,1.0682,,,,,
,,,,,,,,,,,210,8.8848,1.0678,,,,,
,,,,,,,,,,,210.1,8.8895,1.068,,,,,
,,,,,,,,,,,210.2,8.8935,1.0673,,,,,
,,,,,,,,,,,210.3,8.8981,1.0673,,,,,
,,,,,,,,,,,210.4,8.9019,1.0674,,,,,
,,,,,,,,,,,210.5,8.9065,1.0678,,,,,
,,,,,,,,,,,210.6,8.9105,1.0678,,,,,
,,,,,,,,,,,210.7,8.9149,1.0672,,,,,
,,,,,,,,,,,210.8,8.9186,1.0671,,,,,
,,,,,,,,,,,210.9,8.9234,1.0668,,,,,
,,,,,,,,,,,211,8.9273,1.0667,,,,,
,,,,,,,,,,,211.1,8.9318,1.0669,,,,,
,,,,,,,,,,,211.2,8.9356,1.0666,,,,,
,,,,,,,,,,,211.3,8.9405,1.0674,,,,,
,,,,,,,,,,,211.4,8.9443,1.0664,,,,,
,,,,,,,,,,,211.5,8.9491,1.0673,,,,,
,,,,,,,,,,,211.6,8.9526,1.0662,,,,,
,,,,,,,,,,,211.7,8.9578,1.0671,,,,,
,,,,,,,,,,,211.8,8.9611,1.0664,,,,,
,,,,,,,,,,,211.9,8.9661,1.0666,,,,,
,,,,,,,,,,,212,8.9694,1.0657,,,,,
,,,,,,,,,,,212.1,8.9745,1.0668,,,,,
,,,,,,,,,,,212.2,8.9778,1.0661,,,,,
,,,,,,,,,,,212.3,8.983,1.0664,,,,,
,,,,,,,,,,,212.4,8.9862,1.0654,,,,,
,,,,,,,,,,,212.5,8.9916,1.0664,,,,,
,,,,,,,,,,,212.6,8.995,1.0655,,,,,
,,,,,,,,,,,212.7,8.9999,1.0659,,,,,
,,,,,,,,,,,212.8,9.0033,1.0653,,,,,
,,,,,,,,,,,212.9,9.0084,1.0664,,,,,
,,,,,,,,,,,213,9.0118,1.0656,,,,,
,,,,,,,,,,,213.1,9.0167,1.0663,,,,,
,,,,,,,,,,,213.2,9.0203,1.0652,,,,,
,,,,,,,,,,,213.3,9.025,1.0654,,,,,
,,,,,,,,,,,213.4,9.0288,1.0649,,,,,
,,,,,,,,,,,213.5,9.0334,1.0651,,,,,
,,,,,,,,,,,213.6,9.0375,1.0647,,,,,
,,,,,,,,,,,213.7,9.042,1.0655,,,,,
,,,,,,,,,,,213.8,9.0461,1.0655,,,,,
,,,,,,,,,,,213.9,9.0505,1.0657,,,,,
,,,,,,,,,,,214,9.0545,1.0656,,,,,
,,,,,,,,,,,214.1,9.0588,1.0656,,,,,
,,,,,,,,,,,214.2,9.0629,1.0649,,,,,
,,,,,,,,,,,214.3,9.0671,1.0651,,,,,
,,,,,,,,,,,214.4,9.0714,1.0648,,,,,
,,,,,,,,,,,214.5,9.0755,1.0646,,,,,
,,,,,,,,,,,214.6,9.0798,1.0649,,,,,
,,,,,,,,,,,214.7,9.084,1.0652,,,,,
,,,,,,,,,,,214.8,9.0887,1.0658,,,,,
,,,,,,,,,,,214.9,9.0926,1.0646,,,,,
,,,,,,,,,,,215,9.0968,1.0661,,,,,
,,,,,,,,,,,215.1,9.1011,1.0658,,,,,
,,,,,,,,,,,215.2,9.1052,1.0663,,,,,
,,,,,,,,,,,215.3,9.1095,1.0665,,,,,
,,,,,,,,,,,215.4,9.1136,1.0666,,,,,
,,,,,,,,,,,215.5,9.1179,1.0671,,,,,
,,,,,,,,,,,215.6,9.1221,1.0679,,,,,
,,,,,,,,,,,215.7,9.1264,1.0682,,,,,
,,,,,,,,,,,215.8,9.1305,1.0682,,,,,
,,,,,,,,,,,215.9,9.135,1.0686,,,,,
,,,,,,,,,,,216,9.1392,1.0692,,,,,
,,,,,,,,,,,216.1,9.1436,1.0697,,,,,
,,,,,,,,,,,216.2,9.1476,1.0707,,,,,
,,,,,,,,,,,216.3,9.1521,1.0705,,,,,
,,,,,,,,,,,216.4,9.1561,1.0717,,,,,
,,,,,,,,,,,216.5,9.1605,1.0723,,,,,
,,,,,,,,,,,216.6,9.1644,1.0735,,,,,
,,,,,,,,,,,216.7,9.1688,1.0735,,,,,
,,,,,,,,,,,216.8,9.1729,1.0739,,,,,
,,,,,,,,,,,216.9,9.1772,1.0743,,,,,
,,,,,,,,,,,217,9.1816,1.0746,,,,,
,,,,,,,,,,,217.1,9.1859,1.0753,,,,,
,,,,,,,,,,,217.2,9.19,1.076,,,,,
,,,,,,,,,,,217.3,9.1941,1.0768,,,,,
,,,,,,,,,,,217.4,9.1986,1.0779,,,,,
,,,,,,,,,,,217.5,9.2025,1.0783,,,,,
,,,,,,,,,,,217.6,9.207,1.0791,,,,,
,,,,,,,,,,,217.7,9.2108,1.0794,,,,,
,,,,,,,,,,,217.8,9.2155,1.0812,,,,,
,,,,,,,,,,,217.9,9.2192,1.0805,,,,,
,,,,,,,,,,,218,9.2239,1.0819,,,,,
,,,,,,,,,,,218.1,9.2276,1.0824,,,,,
,,,,,,,,,,,218.2,9.2327,1.0838,,,,,
,,,,,,,,,,,218.3,9.2363,1.0843,,,,,
,,,,,,,,,,,218.4,9.2411,1.0856,,,,,
,,,,,,,,,,,218.5,9.2447,1.0864,,,,,
,,,,,,,,,,,218.6,9.2498,1.0871,,,,,
,,,,,,,,,,,218.7,9.2534,1.0873,,,,,
,,,,,,,,,,,218.8,9.258,1.0886,,,,,
,,,,,,,,,,,218.9,9.2615,1.0891,,,,,
,,,,,,,,,,,219,9.2664,1.0901,,,,,
,,,,,,,,,,,219.1,9.27,1.091,,,,,
,,,,,,,,,,,219.2,9.2748,1.0926,,,,,
,,,,,,,,,,,219.3,9.2787,1.0932,,,,,
,,,,,,,,,,,219.4,9.2834,1.0944,,,,,
,,,,,,,,,,,219.5,9.2872,1.0945,,,,,
,,,,,,,,,,,219.6,9.2917,1.0961,,,,,
,,,,,,,,,,,219.7,9.2955,1.0962,,,,,
,,,,,,,,,,,219.8,9.3003,1.0974,,,,,
,,,,,,,,,,,219.9,9.3042,1.098,,,,,
,,,,,,,,,,,220,9.3085,1.099,,,,,
,,,,,,,,,,,220.1,9.3125,1.1009,,,,,
,,,,,,,,,,,220.2,9.3169,1.1018,,,,,
,,,,,,,,,,,220.3,9.321,1.1024,,,,,
,,,,,,,,,,,220.4,9.3256,1.104,,,,,
,,,,,,,,,,,220.5,9.3297,1.1049,,,,,
,,,,,,,,,,,220.6,9.3341,1.1054,,,,,
,,,,,,,,,,,220.7,9.3381,1.1066,,,,,
,,,,,,,,,,,220.8,9.3424,1.1065,,,,,
,,,,,,,,,,,220.9,9.3467,1.108,,,,,
,,,,,,,,,,,221,9.3511,1.1092,,,,,
,,,,,,,,,,,221.1,9.355,1.1093,,,,,
,,,,,,,,,,,221.2,9.3594,1.1103,,,,,
,,,,,,,,,,,221.3,9.3632,1.1112,,,,,
,,,,,,,,,,,221.4,9.3676,1.1115,,,,,
,,,,,,,,,,,221.5,9.3718,1.1116,,,,,
,,,,,,,,,,,221.6,9.3766,1.1127,,,,,
,,,,,,,,,,,221.7,9.3804,1.1115,,,,,
,,,,,,,,,,,221.8,9.385,1.1135,,,,,
,,,,,,,,,,,221.9,9.3885,1.1131,,,,,
,,,,,,,,,,,222,9.3934,1.1143,,,,,
,,,,,,,,,,,222.1,9.3972,1.1138,,,,,
,,,,,,,,,,,222.2,9.4019,1.115,,,,,
,,,,,,,,,,,222.3,9.4054,1.1156,,,,,
,,,,,,,,,,,222.4,9.4103,1.1151,,,,,
,,,,,,,,,,,222.5,9.4138,1.1156,,,,,
,,,,,,,,,,,222.6,9.4188,1.1175,,,,,
,,,,,,,,,,,222.7,9.4225,1.1181,,,,,
,,,,,,,,,,,222.8,9.4275,1.1179,,,,,
,,,,,,,,,,,222.9,9.431,1.1182,,,,,
,,,,,,,,,,,223,9.4358,1.1195,,,,,
,,,,,,,,,,,223.1,9.4394,1.119,,,,,
,,,,,,,,,,,223.2,9.4445,1.1201,,,,,
,,,,,,,,,,,223.3,9.4481,1.12,,,,,
,,,,,,,,,,,223.4,9.4526,1.1207,,,,,
,,,,,,,,,,,223.5,9.4564,1.1208,,,,,
,,,,,,,,,,,223.6,9.4608,1.1213,,,,,
,,,,,,,,,,,223.7,9.4648,1.122,,,,,
,,,,,,,,,,,223.8,9.4695,1.1225,,,,,
,,,,,,,,,,,223.9,9.4737,1.123,,,,,
,,,,,,,,,,,224,9.478,1.1239,,,,,
,,,,,,,,,,,224.1,9.482,1.1236,,,,,
,,,,,,,,,,,224.2,9.4861,1.1243,,,,,
,,,,,,,,,,,224.3,9.4907,1.125,,,,,
,,,,,,,,,,,224.4,9.4948,1.1251,,,,,
,,,,,,,,,,,224.5,9.4988,1.1255,,,,,
,,,,,,,,,,,224.6,9.5031,1.1256,,,,,
,,,,,,,,,,,224.7,9.5073,1.1256,,,,,
,,,,,,,,,,,224.8,9.5114,1.1263,,,,,
,,,,,,,,,,,224.9,9.5159,1.1267,,,,,
,,,,,,,,,,,225,9.5202,1.1268,,,,,
,,,,,,,,,,,225.1,9.5245,1.1272,,,,,
,,,,,,,,,,,225.2,9.5288,1.1274,,,,,
,,,,,,,,,,,225.3,9.5325,1.127,,,,,
,,,,,,,,,,,225.4,9.5373,1.1283,,,,,
,,,,,,,,,,,225.5,9.5416,1.1282,,,,,
,,,,,,,,,,,225.6,9.5459,1.1289,,,,,
,,,,,,,,,,,225.7,9.5495,1.1289,,,,,
,,,,,,,,,,,225.8,9.5541,1.1295,,,,,
,,,,,,,,,,,225.9,9.5578,1.1296,,,,,
,,,,,,,,,,,226,9.5627,1.1307,,,,,
,,,,,,,,,,,226.1,9.5665,1.1304,,,,,
,,,,,,,,,,,226.2,9.5712,1.131,,,,,
,,,,,,,,,,,226.3,9.5751,1.1316,,,,,
,,,,,,,,,,,226.4,9.5796,1.1322,,,,,
,,,,,,,,,,,226.5,9.5833,1.1319,,,,,
,,,,,,,,,,,226.6,9.5882,1.1327,,,,,
,,,,,,,,,,,226.7,9.592,1.1324,,,,,
,,,,,,,,,,,226.8,9.5965,1.1327,,,,,
,,,,,,,,,,,226.9,9.6004,1.1329,,,,,
,,,,,,,,,,,227,9.6046,1.133,,,,,
,,,,,,,,,,,227.1,9.6089,1.1331,,,,,
,,,,,,,,,,,227.2,9.6134,1.1335,,,,,
,,,,,,,,,,,227.3,9.6175,1.1336,,,,,
,,,,,,,,,,,227.4,9.6219,1.1343,,,,,
,,,,,,,,,,,227.5,9.6261,1.1341,,,,,
,,,,,,,,,,,227.6,9.63,1.1343,,,,,
,,,,,,,,,,,227.7,9.6349,1.1349,,,,,
,,,,,,,,,,,227.8,9.6388,1.1349,,,,,
,,,,,,,,,,,227.9,9.6431,1.1356,,,,,
,,,,,,,,,,,228,9.6469,1.1352,,,,,
,,,,,,,,,,,228.1,9.6514,1.1356,,,,,
,,,,,,,,,,,228.2,9.6553,1.1351,,,,,
